pdbid,-logKd/Ki,release_year
5o5a,4.77,2018
5orj,4.77,2018
6fgg,4.77,2018
6mkw,4.77,2019
6t1l,4.77,2019
4ad6,4.78,2013
6czc,4.78,2018
1oss,4.79,2003
2nsj,4.79,2007
3eb1,4.79,2009
5k1f,4.79,2017
1bju,4.80,1998
1ghz,4.80,2002
2nta,4.80,2007
3bpc,4.80,2009
3dnd,4.80,2009
4aq6,4.80,2013
4llp,4.80,2014
4lzs,4.80,2014
4pb2,4.80,2014
5j3l,4.80,2017
5jzi,4.80,2017
6jap,4.80,2019
4ago,4.81,2012
6p84,4.81,2019
1aid,4.82,1997
1dud,4.82,1996
1f8e,4.82,2001
1v1j,4.82,2005
1xff,4.82,2004
1y3p,4.82,2005
2gl0,4.82,2006
2gzl,4.82,2006
2pwg,4.82,2007
2ypi,4.82,1991
3kmx,4.82,2010
3r88,4.82,2012
3vd4,4.82,2012
4ciw,4.82,2014
4fys,4.82,2012
4ih3,4.82,2014
4io6,4.82,2013
4kwf,4.82,2014
4rlu,4.82,2015
5ewa,4.82,2016
6aox,4.82,2018
6d17,4.82,2019
6h2t,4.82,2018
6qlr,4.82,2019
5efa,4.83,2015
3vvy,4.84,2013
4kif,4.84,2014
4uof,4.84,2014
5d1r,4.84,2015
6jfk,4.84,2019
186l,4.85,1995
1c83,4.85,2000
1ecv,4.85,2000
1n51,4.85,2003
1qji,4.85,2000
1xgi,4.85,2005
2qwd,4.85,1998
2r9x,4.85,2008
2w4x,4.85,2009
3cj2,4.85,2008
3f70,4.85,2009
3ohi,4.85,2011
3ru1,4.85,2011
3zyf,4.85,2011
4hpi,4.85,2013
4iic,4.85,2013
4j7e,4.85,2013
4ovh,4.85,2014
4q87,4.85,2015
5efc,4.85,2015
5ewk,4.85,2016
5jsg,4.85,2017
5o1h,4.85,2018
6gga,4.85,2019
2brb,4.86,2005
5yfs,4.86,2018
6jao,4.86,2019
4ipj,4.87,2013
4q0k,4.87,2014
4rlw,4.87,2015
4rra,4.87,2015
3exh,4.88,2008
3lp4,4.88,2010
3pju,4.88,2011
5nwe,4.88,2018
6jon,4.88,2019
1p1q,4.89,2003
2aoc,4.89,2006
2j77,4.89,2006
2vo5,4.89,2008
3d4z,4.89,2008
3juk,4.89,2010
3m8u,4.89,2010
4l9i,4.89,2014
4pnu,4.89,2014
5hbn,4.89,2016
5ii2,4.89,2016
5ipc,4.89,2017
5j7w,4.89,2016
5l3a,4.89,2016
5o9o,4.89,2018
5oha,4.89,2018
5z7b,4.89,2018
6i5g,4.89,2019
6jdl,4.89,2019
6qrc,4.89,2019
3cf8,4.90,2008
1km3,4.91,2002
5l8a,4.91,2017
6dgr,4.91,2019
1bzc,4.92,1999
1e1v,4.92,2001
1jqy,4.92,2002
2haw,4.92,2006
3eax,4.92,2009
3rv8,4.92,2012
4j47,4.92,2013
5d3t,4.92,2016
5evk,4.92,2016
5otr,4.92,2018
6dq4,4.92,2018
6j0o,4.92,2019
6pg9,4.92,2019
6qqv,4.92,2019
6r11,4.92,2019
6r18,4.92,2019
3uxk,4.93,2012
4ido,4.93,2013
1e2k,4.94,2000
2gss,4.94,1997
2vo4,4.94,2008
2vpe,4.94,2008
4dmw,4.94,2012
4ts1,4.94,1989
6hmg,4.94,2018
1jn4,4.95,2003
2x95,4.95,2010
4bup,4.95,2013
5yz2,4.95,2018
1dar,4.96,1996
1elr,4.96,2000
1o5g,4.96,2004
1tsy,4.96,1996
1uz8,4.96,2004
2vjx,4.96,2008
2w67,4.96,2009
3bxg,4.96,2008
3veh,4.96,2012
3zsq,4.96,2012
4jsa,4.96,2013
4rlt,4.96,2015
5ioz,4.96,2017
6gjw,4.96,2019
6pg5,4.96,2019
6pia,4.96,2019
6r0v,4.96,2019
3qbc,4.97,2012
4e3g,4.97,2012
4in9,4.97,2013
6arm,4.97,2018
2w47,4.98,2009
4re2,4.98,2015
6jof,4.98,2019
4w9d,4.99,2014
5gj9,4.99,2017
6gnw,4.99,2018
6p85,4.99,2019
1c84,5.00,2000
1hlk,5.00,2001
1nc3,5.00,2003
1o35,5.00,2003
1ql7,5.00,2000
2oiq,5.00,2007
2oym,5.00,2007
2vxn,5.00,2009
3cfn,5.00,2009
3gbe,5.00,2009
3k02,5.00,2010
3p9m,5.00,2011
4czs,5.00,2015
4u6c,5.00,2015
4xoe,5.00,2016
4xxh,5.00,2015
5evb,5.00,2016
5evd,5.00,2016
5itp,5.00,2016
5x54,5.00,2017
5yft,5.00,2018
1ppi,5.01,1995
2glp,5.01,2007
4agq,5.01,2012
5oa2,5.01,2018
6g2e,5.01,2019
6p89,5.01,2019
2d0k,5.02,2006
2xbp,5.02,2010
3bgc,5.02,2008
3usx,5.02,2012
4u70,5.02,2015
4w9l,5.02,2014
6hgf,5.02,2019
1i1e,5.03,2001
4io5,5.03,2013
4np9,5.03,2013
5mrm,5.03,2017
5n3y,5.03,2017
1mfa,5.04,1994
3tz0,5.04,2012
4jym,5.04,2013
4lk7,5.04,2013
5d3n,5.04,2016
5f25,5.04,2016
5lyn,5.04,2017
5ovp,5.04,2018
6ajv,5.04,2019
6j7e,5.04,2019
1dgm,5.05,2000
1fkw,5.05,1996
1qxk,5.05,2003
3aau,5.05,2010
3s76,5.05,2011
4euo,5.05,2012
4oct,5.05,2014
4rqv,5.05,2014
4yzu,5.05,2015
5i3a,5.05,2016
6d50,5.05,2018
6exi,5.05,2018
6kjd,5.05,2019
6mlg,5.05,2019
2v77,5.06,2008
2yge,5.06,2011
3f68,5.06,2009
4h7q,5.06,2013
5a2i,5.06,2015
5c1w,5.06,2015
6qlo,5.06,2019
2c3l,5.07,2005
2xm1,5.07,2011
2yfa,5.07,2012
3juo,5.07,2009
5hwv,5.07,2016
5u12,5.07,2017
6j9y,5.07,2019
6jtc,5.07,2019
6n0k,5.07,2019
6qr1,5.07,2019
6r4k,5.07,2019
1enu,5.08,2000
1gfy,5.08,2000
2qtg,5.08,2008
3tb6,5.08,2012
4oiv,5.08,2015
5n2t,5.08,2017
6d16,5.08,2019
1m48,5.09,2002
1nw7,5.09,2003
2ygf,5.09,2011
5fhm,5.09,2016
5o9p,5.09,2018
6n3x,5.09,2019
1ez9,5.10,2002
1kmy,5.10,2002
1od8,5.10,2003
1onz,5.10,2003
1v0k,5.10,2004
1w7g,5.10,2006
2r9w,5.10,2008
3gy4,5.10,2010
3p4v,5.10,2011
4dcs,5.10,2012
5d3h,5.10,2016
6ce6,5.10,2018
6md6,5.10,2019
6s56,5.10,2019
6s57,5.10,2019
1k4h,5.11,2002
1yp9,5.11,2006
3k4d,5.11,2010
3ozj,5.11,2011
4qfl,5.11,2015
5kej,5.11,2017
5u0e,5.11,2017
6jdi,5.11,2019
1qaw,5.12,1999
1uv6,5.12,2004
2web,5.12,1998
3zso,5.12,2012
4f1l,5.12,2012
4h81,5.12,2013
5f74,5.12,2016
6i13,5.12,2019
6n95,5.12,2019
6qe5,5.12,2019
3s9e,5.13,2011
5d3p,5.13,2016
6f9u,5.13,2018
6j9w,5.13,2019
6st0,5.13,2019
1y3x,5.14,2005
2br1,5.14,2005
2yaz,5.14,2011
3tao,5.14,2011
4ejl,5.14,2013
5kva,5.14,2016
6dak,5.14,2018
1jcx,5.15,2002
1jvu,5.15,2002
1o0m,5.15,2003
1pb8,5.15,2003
1qk3,5.15,1999
1s38,5.15,2004
1thz,5.15,2004
2afx,5.15,2005
3ozr,5.15,2011
4h85,5.15,2013
4jpx,5.15,2013
4qrh,5.15,2015
6aro,5.15,2018
6nu5,5.15,2019
3b27,5.16,2011
5ufc,5.16,2017
6mjf,5.16,2018
6om8,5.16,2019
2zfp,5.17,2008
3b7j,5.17,2008
4gkm,5.17,2013
5ahw,5.17,2015
5aut,5.17,2015
5ohy,5.17,2018
6cbf,5.17,2018
6g2f,5.17,2019
6qqq,5.17,2019
1ft7,5.18,2000
3w37,5.18,2013
4duh,5.18,2012
4iif,5.18,2013
4u73,5.18,2015
1ocq,5.19,2003
1ogg,5.19,2004
1oxr,5.19,2004
1rnt,5.19,1987
2qdt,5.19,2007
4ezz,5.19,2013
5otz,5.19,2018
6arn,5.19,2018
3ov1,5.20,2011
3uu1,5.20,2012
4a6s,5.20,2012
4ezr,5.20,2013
1nw5,5.21,2003
1o2r,5.21,2003
4cwo,5.21,2014
4few,5.21,2012
4je8,5.21,2014
4m0r,5.21,2014
5o9q,5.21,2018
5ty9,5.21,2017
5zyg,5.21,2019
6iht,5.21,2019
6t1m,5.21,2019
1bq4,5.22,1998
1j17,5.22,2002
1o5c,5.22,2004
1ucn,5.22,2003
1w4o,5.22,2005
1zea,5.22,2006
2gz2,5.22,2006
2hxm,5.22,2006
2wzm,5.22,2010
2zxd,5.22,2009
3dne,5.22,2009
3iof,5.22,2010
3lq2,5.22,2010
3ms9,5.22,2010
3n1c,5.22,2010
3ppp,5.22,2011
3q71,5.22,2011
3qxt,5.22,2011
4lrr,5.22,2013
4u71,5.22,2015
5ev8,5.22,2016
5ja0,5.22,2017
1b4z,5.23,1999
1ndw,5.23,2003
2q38,5.23,2007
6bhv,5.23,2018
6jam,5.23,2019
6pu3,5.23,2019
1fh7,5.24,2000
1q8w,5.24,2003
1s89,5.24,2004
2jfz,5.24,2007
3pb8,5.24,2011
3ueu,5.24,2011
4gue,5.24,2013
4idn,5.24,2013
4ih7,5.24,2013
4non,5.24,2014
4y59,5.24,2015
4zv1,5.24,2016
5d24,5.24,2016
5d3j,5.24,2016
5edd,5.24,2016
5w1e,5.24,2017
6gxg,5.24,2019
2bfr,5.25,2004
3r24,5.25,2011
5b5f,5.25,2017
5b5g,5.25,2017
5twj,5.25,2017
1w4q,5.26,2005
3n9s,5.26,2010
4omj,5.26,2015
5gs9,5.26,2016
6t1i,5.26,2019
2x7u,5.27,2010
3tkw,5.27,2012
4jfs,5.27,2013
5hwu,5.27,2016
5irr,5.27,2017
5ltn,5.27,2017
1b46,5.28,1999
1f5l,5.28,2001
3bbf,5.28,2008
3o5x,5.28,2010
4e70,5.28,2013
4j46,5.28,2013
5ect,5.28,2016
5g5f,5.28,2017
5xpi,5.28,2018
6ajy,5.28,2019
6qlp,5.28,2019
1c88,5.29,2000
2wc4,5.29,2009
5hrv,5.29,2016
5hrx,5.29,2016
1a69,5.30,1998
1h6h,5.30,2001
1o0f,5.30,2003
1srg,5.30,1994
2q7q,5.30,2007
2vk6,5.30,2008
3p9l,5.30,2011
3pgl,5.30,2011
3upv,5.30,2012
5eyr,5.30,2016
6d2o,5.30,2018
6eeb,5.30,2019
6ml9,5.30,2019
6qqu,5.30,2019
6r1w,5.30,2019
1hk4,5.31,2003
1mfd,5.31,1994
4or6,5.31,2015
4u1b,5.31,2015
5eij,5.31,2016
5n2z,5.31,2017
1lvu,5.32,2003
1y20,5.32,2005
4ipi,5.32,2013
4us3,5.32,2014
5g1z,5.32,2017
5n17,5.32,2017
6g0z,5.32,2018
6h1u,5.32,2018
2c80,5.33,2006
3arx,5.33,2011
3ozs,5.33,2011
3q1x,5.33,2011
6u6w,5.33,2019
1hee,5.34,2001
1zgi,5.34,2005
3hkq,5.34,2009
3k4q,5.34,2010
3nee,5.34,2010
5l4m,5.34,2016
5o9y,5.34,2018
5u14,5.34,2017
5wp5,5.34,2017
1ql9,5.35,2000
2fxv,5.35,2006
2gkl,5.35,2007
3hkn,5.35,2009
5u11,5.35,2017
6ep4,5.35,2017
6of5,5.35,2019
6pgc,5.35,2019
6qls,5.35,2019
1adl,5.36,1994
3bv9,5.36,2008
3ldq,5.36,2011
3mf5,5.36,2010
1gpk,5.37,2002
1sgu,5.37,2004
3qt6,5.37,2011
6eyb,5.37,2018
6n0j,5.37,2019
1g3e,5.38,2001
3tif,5.38,2012
4f7v,5.38,2012
5mek,5.38,2017
6olx,5.38,2019
1qbv,5.39,1999
2h6b,5.39,2006
3hkt,5.39,2009
3m1k,5.39,2010
4cl6,5.39,2015
4ej8,5.39,2013
5chk,5.39,2016
5o9r,5.39,2018
6ggb,5.39,2019
6ggf,5.39,2019
6ma2,5.39,2018
1bp0,5.40,2000
1f8b,5.40,2001
1m7i,5.40,2003
1mmr,5.40,1996
1pz5,5.40,2003
1r9l,5.40,2004
1trd,5.40,1993
2c1p,5.40,2006
2f35,5.40,2006
2i80,5.40,2006
2jdm,5.40,2007
2qg2,5.40,2008
3b4p,5.40,2008
4c5d,5.40,2014
4ij1,5.40,2013
4m3p,5.40,2014
4ozj,5.40,2014
4pin,5.40,2014
5ep7,5.40,2016
5eqp,5.40,2016
5fns,5.40,2016
5jsj,5.40,2017
5l9o,5.40,2016
5lsg,5.40,2017
5mqe,5.40,2017
5tef,5.40,2016
6ny0,5.40,2019
6r1d,5.40,2019
2j47,5.41,2006
4tun,5.41,2014
4u6z,5.41,2015
4uma,5.41,2014
5cbs,5.41,2015
5u13,5.41,2017
6mm2,5.41,2019
2vpo,5.42,2008
4fev,5.42,2012
4nxv,5.42,2013
6hgg,5.42,2019
3ng4,5.43,2010
4f5y,5.43,2012
4pox,5.43,2014
1h0a,5.44,2002
1syi,5.44,2005
2q6f,5.44,2008
2wr8,5.44,2009
3lp7,5.44,2010
3u10,5.44,2011
4dju,5.44,2012
5ave,5.44,2016
5e3a,5.44,2016
5tp0,5.44,2017
6gnr,5.44,2018
6n3y,5.44,2019
6r1b,5.44,2019
2iko,5.45,2006
3mi3,5.45,2010
1b4h,5.46,1998
1q65,5.46,2004
5mnr,5.46,2017
5nka,5.46,2017
5txy,5.46,2017
6dzx,5.46,2019
6ekq,5.46,2018
6gdy,5.46,2019
6nxz,5.46,2019
6t1n,5.46,2019
1g7f,5.47,2001
1gi1,5.47,2002
1xh5,5.47,2005
2r0z,5.47,2007
2xde,5.47,2010
4n6g,5.47,2014
4n7m,5.47,2013
4qb3,5.47,2015
5nn5,5.47,2017
5u0f,5.47,2017
6c7w,5.47,2018
1g85,5.48,2002
2cbv,5.48,2006
2zkj,5.48,2008
3bxe,5.48,2008
3iw6,5.48,2009
3zdv,5.48,2013
4jfm,5.48,2013
4kp8,5.48,2013
4pf5,5.48,2014
4uc5,5.48,2015
5aqz,5.48,2016
5hrw,5.48,2016
6dd0,5.48,2019
1pot,5.49,1996
1pyn,5.49,2003
2h4k,5.49,2006
2o0u,5.49,2007
2uy5,5.49,2007
3bvb,5.49,2008
3ga5,5.49,2009
3hmp,5.49,2010
3i73,5.49,2010
4w9f,5.49,2014
5avf,5.49,2016
6g14,5.49,2018
6qr2,5.49,2019
3tza,5.50,2011
3da9,5.51,2009
3kgt,5.51,2010
4k55,5.51,2013
4qxo,5.51,2014
4zba,5.51,2015
4zgk,5.51,2016
5cks,5.51,2016
5oa6,5.51,2018
6dgq,5.51,2019
6gfz,5.51,2018
1kc7,5.52,2002
1oe8,5.52,2003
1ydr,5.52,1997
2cht,5.52,1994
2ydt,5.52,2011
3hzm,5.52,2010
3iog,5.52,2010
4en4,5.52,2012
5f08,5.52,2016
5j1x,5.52,2017
5mrp,5.52,2017
5nn6,5.52,2017
6dgl,5.52,2019
5dus,5.53,2016
1bjv,5.54,1998
2olb,5.54,1996
2y7i,5.54,2011
3bxf,5.54,2008
3jyr,5.54,2010
3ubd,5.54,2012
3v78,5.54,2012
4nxu,5.54,2013
4qij,5.54,2014
4r4c,5.54,2014
5a81,5.54,2015
1g3d,5.55,2001
1njc,5.55,1996
1y3n,5.55,2005
2iuz,5.55,2006
3uzj,5.55,2012
4pqa,5.55,2014
5gja,5.55,2017
5vd3,5.55,2017
6bs4,5.55,2019
6ouv,5.55,2019
4o3f,5.56,2014
6mxc,5.56,2019
1jak,5.57,2001
1njd,5.57,1996
2nmx,5.57,2007
3bex,5.57,2008
3coz,5.57,2008
3uxl,5.57,2012
3vtr,5.57,2013
6i12,5.57,2019
3jup,5.58,2009
3su5,5.58,2012
1f4x,5.59,2000
1fo0,5.59,2000
1mfi,5.59,1999
3sha,5.59,2012
4bqh,5.59,2013
4cwn,5.59,2014
4tkb,5.59,2015
5afv,5.59,2015
5n9r,5.59,2017
5t9w,5.59,2017
6fnr,5.59,2018
6t1o,5.59,2019
1vfn,5.60,1997
2wca,5.60,2009
2yhw,5.60,2012
3bl1,5.60,2008
3e6y,5.60,2009
3qps,5.60,2011
4zzy,5.60,2015
6h1d,5.60,2019
3u5j,5.61,2011
6n3v,5.61,2019
1ejn,5.62,2000
2bmk,5.62,2006
3e3c,5.62,2009
3ip9,5.62,2010
3ldp,5.62,2011
3lpl,5.62,2010
3nes,5.62,2010
4dzy,5.62,2013
4iid,5.62,2013
4j48,5.62,2013
5wgp,5.62,2018
6h29,5.62,2018
6j3o,5.62,2019
3gy3,5.63,2010
3rf5,5.63,2011
5d0c,5.63,2016
5jq5,5.63,2017
1f57,5.64,2000
1y3v,5.64,2005
1z9g,5.64,2005
2ojg,5.64,2007
2reg,5.64,2008
3fwv,5.64,2009
3n86,5.64,2011
3s8l,5.64,2011
4deu,5.64,2012
6ets,5.64,2019
6j0g,5.64,2019
3q7q,5.65,2011
1n5r,5.66,2003
1nhu,5.66,2003
2aod,5.66,2006
2erz,5.66,2005
2x97,5.66,2010
3ery,5.66,2008
3td4,5.66,2011
3zi8,5.66,2013
4zek,5.66,2015
5c28,5.66,2015
5g5z,5.66,2017
6cjv,5.66,2018
6jaw,5.66,2019
6pi6,5.66,2019
2h15,5.67,2007
2pqz,5.67,2008
2qwf,5.67,1998
4ncn,5.67,2014
5ouh,5.67,2017
6f28,5.67,2018
6gon,5.67,2018
1gnn,5.68,1996
2c92,5.68,2006
2cbu,5.68,2006
2q8z,5.68,2008
2uyq,5.68,2007
3oil,5.68,2011
4c52,5.68,2014
4det,5.68,2012
4l4z,5.68,2013
4q9y,5.68,2015
5n18,5.68,2017
5o2d,5.68,2017
6qge,5.68,2019
6bdy,5.69,2018
1a99,5.70,1998
1egh,5.70,2000
1g98,5.70,2001
1jsv,5.70,2001
1n1m,5.70,2002
1pgp,5.70,1995
2a14,5.70,2005
2avm,5.70,2006
2f2h,5.70,2006
2h3e,5.70,2006
2i4z,5.70,2007
2ya6,5.70,2011
3acx,5.70,2010
3c4h,5.70,2008
3d4y,5.70,2008
3fhb,5.70,2009
3kku,5.70,2010
4bs0,5.70,2013
4f39,5.70,2012
4j28,5.70,2013
4l2l,5.70,2014
4pzv,5.70,2014
5dlx,5.70,2016
5lz4,5.70,2016
5mro,5.70,2017
6f9g,5.70,2018
6hd6,5.70,2018
6jay,5.70,2019
6n8x,5.70,2019
6o5g,5.70,2019
2uz9,5.71,2007
3wvm,5.71,2015
6q60,5.71,2019
2qg0,5.72,2008
2v25,5.72,2007
3jvr,5.72,2009
3shc,5.72,2012
4br3,5.72,2013
4dkp,5.72,2012
4zw6,5.72,2016
6eyt,5.72,2018
3bqc,5.73,2008
3m3z,5.73,2011
4j44,5.73,2013
1o33,5.74,2003
1o5e,5.74,2004
1qy2,5.74,2004
1zdp,5.74,2005
2pgz,5.74,2007
2pqc,5.74,2008
3gy2,5.74,2010
3ivx,5.74,2009
3pb7,5.74,2011
3wz7,5.74,2015
4lps,5.74,2013
4o2b,5.74,2014
4tkh,5.74,2015
5cbr,5.74,2015
5eis,5.74,2016
5mwh,5.74,2018
5om7,5.74,2018
5ota,5.74,2017
5u4b,5.74,2017
6mh7,5.74,2019
2ya8,5.75,2011
4mn3,5.75,2014
5zdb,5.75,2019
6e6m,5.75,2019
6i8t,5.75,2019
1p1o,5.76,2003
2qta,5.76,2007
4a95,5.76,2012
4muv,5.76,2014
4nwc,5.76,2014
6jav,5.76,2019
1jmf,5.77,1998
1ur9,5.77,2004
2boj,5.77,2006
2xp7,5.77,2011
3k00,5.77,2010
3rm4,5.77,2011
4fxq,5.77,2012
4j45,5.77,2013
4q9o,5.77,2014
5fsn,5.77,2016
5nw7,5.77,2018
5zym,5.77,2019
6eij,5.77,2018
4l4v,5.78,2013
1hmt,5.79,1995
2y5h,5.79,2011
4q4q,5.79,2014
5mo8,5.79,2017
5n31,5.79,2017
6jan,5.79,2019
1kpm,5.80,2002
1ppm,5.80,1993
2q88,5.80,2008
4ezx,5.80,2013
4g8v,5.80,2012
4rhx,5.80,2015
4ymq,5.80,2015
4ysl,5.80,2015
5oei,5.80,2017
6czf,5.80,2018
6eog,5.80,2018
6mnc,5.80,2019
1lkl,5.81,1996
6ey8,5.81,2018
6n3w,5.81,2019
1hdq,5.82,2001
1kav,5.82,2002
1ols,5.82,2003
2nn1,5.82,2007
3b7i,5.82,2007
3gss,5.82,1997
3iue,5.82,2009
3qqa,5.82,2011
3qqs,5.82,2012
3wz8,5.82,2015
4dld,5.82,2012
4e9u,5.82,2012
4lj8,5.82,2014
4p5d,5.82,2014
4r4o,5.82,2014
4rqk,5.82,2014
4z84,5.82,2015
4zec,5.82,2015
5d2r,5.82,2016
5tb6,5.82,2016
6bs3,5.82,2019
6ced,5.82,2018
6ftp,5.82,2018
6i14,5.82,2019
4do5,5.83,2012
4km2,5.84,2013
5dw2,5.84,2016
6bm5,5.84,2018
1k4g,5.85,2002
1o2w,5.85,2003
1ogz,5.85,2003
1q54,5.85,2003
1qbn,5.85,2000
1u1w,5.85,2004
2pu1,5.85,2007
2r3t,5.85,2008
2vmf,5.85,2008
2z94,5.85,2007
3e5u,5.85,2008
3ehy,5.85,2009
4b6r,5.85,2012
4des,5.85,2012
4qdk,5.85,2014
4rww,5.85,2014
5egu,5.85,2016
5eng,5.85,2016
5lso,5.85,2016
5mme,5.85,2017
5ndf,5.85,2017
5oq8,5.85,2017
6d18,5.85,2019
6pvv,5.85,2019
4azc,5.86,2013
4jne,5.86,2013
4xya,5.86,2015
3tcg,5.87,2011
5eh5,5.87,2016
5lif,5.87,2016
5za7,5.87,2018
6gj8,5.87,2019
4cfl,5.88,2014
4zei,5.88,2015
6fmc,5.88,2018
1b3l,5.89,1998
1e1x,5.89,2001
1ydk,5.89,2005
2brm,5.89,2005
2tmn,5.89,1989
3eeb,5.89,2008
3h1x,5.89,2009
3qgw,5.89,2011
3uev,5.89,2011
4arb,5.89,2012
4de0,5.89,2012
4wk1,5.89,2014
5fsy,5.89,2016
5t8p,5.89,2017
6dpx,5.89,2018
6eq2,5.89,2018
1v2n,5.90,2004
2weq,5.90,2009
3old,5.90,2011
5fhn,5.90,2016
5lvl,5.90,2016
6md0,5.90,2019
1ugx,5.91,2003
3ebp,5.91,2009
4csd,5.91,2014
5cp5,5.91,2016
6ey9,5.91,2018
1a4w,5.92,1998
1jao,5.92,1996
1kyv,5.92,2002
1ndv,5.92,2003
1o0h,5.92,2003
1pph,5.92,1994
1qf2,5.92,1999
1qka,5.92,1999
1yds,5.92,1997
1yet,5.92,1998
2ans,5.92,1999
2xn3,5.92,2011
3kgu,5.92,2010
3neo,5.92,2010
3r4m,5.92,2011
3zv7,5.92,2012
4kyh,5.92,2013
4lkk,5.92,2013
4rdn,5.92,2014
4u0f,5.92,2014
4y5d,5.92,2015
5ivc,5.92,2016
5owl,5.92,2018
6eux,5.92,2017
6gw4,5.92,2018
6mh1,5.92,2019
6r8w,5.92,2019
1fv0,5.93,2002
6ej3,5.93,2018
1kv1,5.94,2002
3lmk,5.94,2010
4mr3,5.94,2013
4ra1,5.94,2015
5y13,5.94,2018
2weh,5.95,2009
5a6k,5.95,2015
6epa,5.95,2018
6fz4,5.95,2019
1b9j,5.96,1999
1d6w,5.96,2000
1nl9,5.96,2003
1o36,5.96,2003
1q8u,5.96,2003
2j79,5.96,2006
2xht,5.96,2010
3wz6,5.96,2015
4d4d,5.96,2015
4de1,5.96,2012
4msc,5.96,2014
4w9i,5.96,2014
4zw8,5.96,2016
5od1,5.96,2018
5ovc,5.96,2018
5ttw,5.96,2017
5umx,5.96,2018
5vcw,5.96,2017
6d9s,5.96,2019
6eqp,5.96,2017
1uwt,5.97,2004
4fm8,5.97,2012
4nkt,5.97,2013
4tjz,5.97,2015
4yx4,5.97,2016
1uwu,5.98,2004
6jb4,5.98,2019
3e12,5.99,2009
3huc,5.99,2010
4az5,5.99,2013
6jbb,5.99,2019
1a1e,6.00,1998
1ado,6.00,1997
1c5s,6.00,2000
1ceb,6.00,1996
1d2e,6.00,1999
1f0t,6.00,2000
1jq8,6.00,2002
1ssq,6.00,2004
1xk5,6.00,2005
2bvd,6.00,2005
2gh9,6.00,2007
2izl,6.00,1998
2r43,6.00,2008
2rcn,6.00,2008
2vqt,6.00,2008
2wf5,6.00,2009
3ddg,6.00,2008
3l4w,6.00,2010
3nex,6.00,2010
3ucj,6.00,2011
3uil,6.00,2012
4bb9,6.00,2013
4kwg,6.00,2014
4p3h,6.00,2014
4rr6,6.00,2015
5f0f,6.00,2016
5f1r,6.00,2016
5j82,6.00,2017
5kcb,6.00,2016
5vd1,6.00,2017
6f90,6.00,2018
6qgf,6.00,2019
1b5h,6.01,1998
1eb2,6.01,2002
2vl4,6.01,2008
4b6s,6.01,2012
5mmg,6.01,2017
5uez,6.01,2017
3coy,6.02,2008
3f3c,6.02,2008
3su6,6.02,2012
3zq9,6.02,2011
4og4,6.02,2014
5er1,6.02,1991
5oht,6.02,2018
5yhg,6.02,2018
1okl,6.03,1997
1os0,6.03,2003
1sh9,6.03,2004
1t7d,6.03,2004
2ce9,6.03,2006
4f9u,6.03,2012
4zb8,6.03,2015
5cso,6.03,2015
1xbo,6.04,2004
4km0,6.04,2013
4nuc,6.04,2014
4tkj,6.04,2015
6g3v,6.04,2018
6hm1,6.04,2019
6ic2,6.04,2019
1eoc,6.05,2000
3bgb,6.05,2008
3iss,6.05,2009
3ouj,6.05,2010
3pcf,6.05,1998
4ara,6.05,2012
4kqp,6.05,2013
4m12,6.05,2014
5g2g,6.05,2016
5n0f,6.05,2017
6eln,6.05,2018
1g7q,6.06,2002
1kjr,6.06,2005
1qb6,6.06,2000
2fxs,6.06,2007
2nnd,6.06,2007
3sfg,6.06,2012
4io3,6.06,2013
4l50,6.06,2013
5d3l,6.06,2016
5jhb,6.06,2017
6ge7,6.06,2018
1jmg,6.07,1998
2gst,6.07,1993
2w5g,6.07,2009
3b25,6.07,2011
3c89,6.07,2008
3fvl,6.07,2010
3owj,6.07,2010
6uh0,6.07,2019
1nhz,6.08,2003
2wc3,6.08,2009
2wej,6.08,2009
3bkk,6.08,2008
3iw5,6.08,2009
4kp5,6.08,2013
5h9r,6.08,2016
5u0y,6.08,2017
6qz5,6.08,2019
1o2n,6.09,2003
1ogx,6.09,2003
1w9u,6.09,2004
3p8z,6.09,2010
5d26,6.09,2016
5e7n,6.09,2016
5fso,6.09,2017
6dsp,6.09,2019
6eed,6.09,2018
6hpw,6.09,2018
1azm,6.10,1994
1dzk,6.10,2000
1lgt,6.10,2002
1m2q,6.10,2003
2e7f,6.10,2007
2ewb,6.10,2006
2flr,6.10,2007
2p7a,6.10,2008
2wed,6.10,1998
2yay,6.10,2011
3c8b,6.10,2008
3cke,6.10,2008
3v2n,6.10,2013
4gah,6.10,2012
4kxn,6.10,2014
4kzq,6.10,2013
4l19,6.10,2014
4r5t,6.10,2014
5efh,6.10,2016
6mlo,6.10,2019
1g32,6.11,2001
1m2p,6.11,2003
1o2z,6.11,2003
2qnq,6.11,2008
4kao,6.11,2013
4m7j,6.11,2014
4tqn,6.11,2015
5f1x,6.11,2016
5kax,6.11,2016
6b4d,6.11,2018
6hq7,6.11,2019
1nc1,6.12,2003
1x8r,6.12,2005
2fgv,6.12,2006
2p2a,6.12,2007
2wvt,6.12,2010
3qfy,6.12,2011
4ayp,6.12,2013
4hp0,6.12,2013
4k4j,6.12,2013
6fmj,6.12,2018
6ugn,6.12,2019
6j72,6.13,2019
2c97,6.14,2006
2fqt,6.14,2006
2zym,6.14,2009
4zx1,6.14,2015
5nk9,6.14,2017
5u49,6.14,2017
1u0g,6.15,2004
1zs0,6.15,2006
2r75,6.15,2008
