pdbid,-logKd/Ki,release_year
5n9r,5.59,2017
5er1,6.02,1991
1fch,7.15,2000
3ms9,5.22,2010
3iob,3.42,2009
2py4,6.7,2007
6exs,3.44,2018
4bcm,6.91,2013
1thz,5.15,2004
4mmp,7.71,2014
3hfb,7.52,2010
1o33,5.74,2003
1o86,9.57,2003
3ni5,7.55,2011
4k7n,3.48,2014
4x3k,4.56,2015
3f5l,3.72,2009
2cbz,3.93,2006
4m0e,6.22,2013
3f8c,7.68,2008
3wzn,7.0,2015
4b73,7.21,2012
2cn0,7.66,2006
4kz3,2.77,2014
6gwr,8.1,2018
3zyf,4.85,2011
3vfb,9.04,2012
3kdb,9.85,2010
2v25,5.72,2007
3iph,7.6,2009
2i4j,6.16,2007
4bqs,4.21,2013
2b9a,8.05,2005
1utl,2.47,2004
2v95,8.3,2007
2pu1,5.85,2007
6f20,4.31,2018
3slz,6.99,2011
3mhc,7.96,2010
6n0j,5.37,2019
4c52,5.68,2014
4oks,4.48,2014
4lhm,3.39,2014
5avf,5.49,2016
5u49,6.14,2017
2fqy,6.57,2006
5kab,4.68,2017
4rd3,6.47,2015
1jeu,6.82,1997
4az6,9.1,2013
4q19,8.05,2014
6qls,5.35,2019
2a8g,3.69,2006
5ota,5.74,2017
6nwl,7.37,2019
4e6d,8.92,2012
2xxt,8.05,2011
4cwq,7.06,2014
6u8o,6.54,2019
6odz,9.15,2019
1i1e,5.03,2001
4cjq,3.59,2014
4yb5,4.71,2016
3cfn,5.0,2009
4pow,6.3,2014
3cs7,10.68,2008
1jzs,6.6,2001
3ijh,4.0,2009
5o4f,6.68,2017
3hkn,5.35,2009
1w13,8.7,2008
6pia,4.96,2019
4cp7,8.11,2014
2wf5,6.0,2009
1bjv,5.54,1998
4q1x,11.15,2015
1s5z,3.21,2005
4j22,7.74,2013
3i25,8.51,2010
5ito,4.16,2016
6n3x,5.09,2019
3ug2,8.25,2012
3ucj,6.0,2011
1ecq,3.0,2000
1k6p,7.36,2002
4idn,5.24,2013
4ih6,4.74,2013
3exh,4.88,2008
5l8c,7.0,2018
3jyr,5.54,2010
6cbf,5.17,2018
5vl2,8.42,2018
6mh1,5.92,2019
2xbp,5.02,2010
3su3,9.13,2012
5lsg,5.4,2017
2ez7,4.36,2006
1j01,6.47,2002
6nfh,7.15,2019
4nue,6.82,2014
2weq,5.9,2009
5itp,5.0,2016
6fhk,7.51,2018
1tq4,6.19,2004
5f9b,4.26,2016
6idg,6.66,2019
4k4j,6.12,2013
2pov,7.12,2007
1ppc,6.16,1994
5fhn,5.9,2016
6qlu,4.64,2019
5i9x,7.52,2016
1mmr,5.4,1996
1hmt,5.79,1995
1swg,7.36,1998
6cbg,3.95,2018
1o2o,6.36,2003
6udt,10.0,2019
3gta,4.28,2010
4msc,5.96,2014
3pd8,6.46,2010
5i9y,8.55,2016
2bes,4.24,2004
2xj2,7.18,2011
5ev8,5.22,2016
5fck,8.22,2016
4ezr,5.2,2013
3be9,7.62,2008
6p84,4.81,2019
6b4l,6.47,2017
2zym,6.14,2009
5j1x,5.52,2017
5sz3,8.6,2016
1dmp,9.55,1997
5ftg,6.15,2016
3m96,7.22,2011
4zzz,7.06,2015
5j2x,7.74,2017
5dex,7.65,2016
5oh2,4.24,2018
5c8n,7.55,2015
1k1y,3.22,2003
5aml,9.15,2015
3spf,3.86,2012
4b5s,3.49,2012
4zcs,4.33,2016
6maj,7.47,2019
4djr,11.52,2012
1utj,3.84,2004
1b7h,8.02,1998
6d9s,5.96,2019
5m23,8.9,2017
6dj7,8.72,2018
2zn7,7.89,2008
1utm,3.01,2004
5wa5,6.72,2018
5v79,6.41,2017
6dgq,5.51,2019
4lov,7.77,2014
3ccw,7.87,2008
5btv,3.85,2016
5oa6,5.51,2018
2ylc,7.89,2011
1gai,8.0,1996
5oh3,3.87,2018
2zdl,6.4,2008
2ewa,7.94,2006
5u0y,6.08,2017
4e0x,7.12,2012
2rka,3.0,2008
2aj8,6.2,2006
5u28,7.17,2017
6ayq,8.19,2018
6ny0,5.4,2019
6det,8.22,2019
6h37,8.59,2018
3su0,6.79,2012
2x91,6.74,2010
5aoj,4.68,2015
6b97,6.63,2017
4mc2,8.19,2014
6ftw,6.49,2019
5n31,5.79,2017
4qpl,7.41,2014
2zxg,8.82,2009
4i7p,3.5,2013
3m3x,6.82,2010
4x8o,6.6,2015
5d3h,5.1,2016
6q60,5.71,2019
5l30,9.14,2016
5jss,6.45,2016
1xhy,6.18,2005
1v2j,3.25,2004
2fqw,6.68,2006
5km9,4.25,2017
1bzy,8.34,1999
4llk,3.0,2014
5zag,6.97,2018
4re2,4.98,2015
6f1n,6.26,2018
4ca5,9.39,2013
2rkd,2.72,2008
4ieh,7.85,2013
1k1n,6.82,2001
5ogb,7.47,2018
6ibk,3.29,2019
1gnm,6.25,1996
6cjr,9.52,2019
6jad,4.32,2019
4czs,5.0,2015
1ctt,4.52,1995
2q1q,8.15,2007
2w9h,6.37,2009
4zba,5.51,2015
5var,4.09,2018
6fz4,5.95,2019
5fl4,7.0,2015
6qgf,6.0,2019
4mr3,5.94,2013
6n3y,5.44,2019
4l4z,5.68,2013
1qbs,9.47,1997
3su6,6.02,2012
6g2b,3.8,2019
1t7j,8.7,2005
3ml5,8.52,2011
2i0a,11.4,2006
5gmh,6.31,2016
4io3,6.06,2013
6fmj,6.12,2018
3u81,4.44,2012
2fqx,7.15,2006
2oc2,8.52,2007
5mrb,6.33,2017
5zae,6.81,2018
4uyf,7.6,2014
2xjx,9.15,2010
4avi,7.63,2012
6ayo,8.29,2018
3nxq,8.15,2010
5b5f,5.25,2017
3le9,8.22,2010
4pft,8.64,2014
1g53,9.04,2000
4x8u,2.46,2015
6ic2,6.04,2019
4zb6,6.28,2015
1odj,4.1,2003
6s4n,6.79,2019
1d7i,3.6,1999
2fw6,2.92,2006
6bs4,5.55,2019
5u0w,4.24,2017
3uxd,4.41,2012
3h5b,10.0,2009
6j9y,5.07,2019
4ej8,5.39,2013
4jsa,4.96,2013
4aq4,6.17,2012
1rjk,10.0,2004
6hm1,6.04,2019
4l9i,4.89,2014
1o5e,5.74,2004
2r9x,4.85,2008
6d78,8.74,2019
4qxo,5.51,2014
3pwk,3.35,2012
188l,3.33,1995
4uj2,7.1,2016
2i4w,11.59,2007
5ya5,6.72,2018
4jss,3.3,2013
3c52,7.3,2008
3pcn,3.66,1998
4non,5.24,2014
4n9c,3.9,2014
2brm,5.89,2005
4w97,7.1,2014
4yxi,6.5,2016
4jz1,6.7,2014
1alw,6.52,1998
1aj7,3.87,1997
1grp,3.72,1996
4zzd,6.6,2015
4uj1,6.52,2016
3mv0,3.85,2011
2f35,5.4,2006
2zx7,10.49,2009
4zvi,6.33,2015
5ufr,8.7,2017
2nn7,6.52,2007
5orh,4.39,2018
1b51,7.37,1999
1hk4,5.31,2003
6md6,5.1,2019
1y3n,5.55,2005
3ckp,6.35,2008
5ia5,7.6,2016
4g0z,2.21,2012
3rz7,8.96,2011
6b59,8.09,2018
5otz,5.19,2018
6mlj,7.26,2019
1vfn,5.6,1997
6b7a,4.49,2017
2h4k,5.49,2006
3eko,6.7,2008
6hk4,8.55,2019
4q8y,2.64,2015
3o9a,10.7,2011
4eoh,4.3,2012
3vd9,4.0,2012
3fjg,3.73,2009
5kva,5.14,2016
4det,5.68,2012
5sz1,8.92,2016
1fkn,8.8,2000
1o0f,5.3,2003
2rd6,8.3,2008
3p8p,4.55,2010
3r4m,5.92,2011
4og3,6.55,2014
3ocz,7.46,2011
5dw2,5.84,2016
5ljt,8.92,2017
4k5p,3.46,2013
1gyx,2.48,2002
2pou,7.42,2007
3uil,6.0,2012
4q7s,4.42,2015
6jb4,5.98,2019
3nw3,6.49,2010
3d8z,3.37,2009
4zip,9.68,2015
5bs4,11.0,2015
3m36,9.82,2010
4b6r,5.85,2012
3iog,5.52,2010
5cst,6.96,2015
3hig,7.89,2009
2ceq,7.28,2006
4dju,5.44,2012
5tpx,6.55,2017
4omj,5.26,2015
5o87,6.61,2018
1j36,7.74,2003
4tim,2.16,1992
2uwl,8.4,2007
6b4d,6.11,2018
3eb1,4.79,2009
4tkb,5.59,2015
2uwd,8.35,2007
1q8w,5.24,2003
2xyf,8.44,2011
1zdp,5.74,2005
4ufj,4.28,2015
4oc3,8.28,2014
3mfv,2.52,2010
2fle,7.85,2007
3djv,4.55,2009
4c6u,4.59,2013
2za5,8.43,2008
6oqc,10.4,2019
5nk4,8.7,2017
1fq5,8.4,2000
4ipi,5.32,2013
2xjj,6.51,2010
6nsv,7.8,2019
3v4t,4.11,2012
3tza,5.5,2011
4cg9,6.21,2014
5vsf,7.03,2017
1jlr,3.33,2002
2ayr,9.29,2005
6mlp,3.7,2019
3pgl,5.3,2011
3bu1,8.15,2008
6i61,6.24,2019
3iw6,5.48,2009
1b3g,6.7,1998
4b8y,8.05,2012
3ttm,8.52,2012
1tlp,7.55,1989
4xar,6.97,2015
1h6h,5.3,2001
1k22,8.4,2002
5nxg,8.55,2018
4gfo,6.62,2013
4l6t,7.49,2013
1gx8,6.37,2002
6mnv,3.37,2019
2xde,5.47,2010
5dkn,3.69,2016
1amk,4.3,1997
5mrm,5.03,2017
3ibl,7.84,2009
1wur,6.66,2005
1t5f,4.22,2005
4ks4,7.14,2013
5ldm,3.86,2017
3f80,4.22,2008
5isz,4.49,2017
5fnr,4.23,2016
1vyg,8.0,2004
5nap,7.95,2018
3oyq,7.99,2011
3s8n,6.21,2011
6s4t,7.95,2019
3i73,5.49,2010
5d21,8.38,2015
5f0f,6.0,2016
6poi,3.49,2019
1f4e,2.96,2000
3rdo,9.85,2011
2f9k,7.07,2006
4rlt,4.96,2015
3bxf,5.54,2008
3c79,7.2,2008
5zaf,6.78,2018
6q54,6.49,2019
5i8g,7.52,2016
4ngm,10.35,2014
5edl,8.35,2016
2ovy,8.4,2007
1k1j,7.55,2001
5k03,4.74,2016
4gih,8.32,2013
4xxh,5.0,2015
5exl,8.43,2016
3axz,3.43,2011
2bok,6.55,2005
2vo5,4.89,2008
3hub,8.09,2010
3rt8,6.35,2011
5ad1,7.24,2016
2oxd,6.82,2007
6p8a,3.59,2019
1a69,5.3,1998
6gjr,3.74,2018
2uwo,8.7,2007
3sio,8.0,2011
3hzm,5.52,2010
6czb,4.33,2018
5zo8,8.2,2018
1f5l,5.28,2001
6jbb,5.99,2019
4qyy,7.3,2014
4a4q,9.4,2012
4i7k,3.04,2013
4mrz,3.52,2014
5jsj,5.4,2017
5yum,3.65,2018
1loq,3.7,2002
5zni,4.39,2019
4ase,11.0,2012
6fmc,5.88,2018
6g38,6.62,2018
3uyr,6.9,2012
6dh2,10.89,2018
3st5,11.3,2011
6s56,5.1,2019
4umc,3.44,2014
4m8e,7.89,2014
3p3g,9.74,2011
4v27,6.66,2014
2r0h,3.51,2008
6n8x,5.7,2019
3djx,2.81,2009
1o2w,5.85,2003
2w8j,2.96,2009
6nu1,4.51,2019
4fzj,3.15,2013
2xbw,8.0,2010
4k7o,4.3,2014
3aau,5.05,2010
3rdq,9.31,2011
4djo,11.52,2012
5m7u,8.1,2017
6eis,6.6,2018
5cbm,7.77,2015
2cf9,7.82,2006
5hz5,7.07,2017
1oe8,5.52,2003
1j17,5.22,2002
6jon,4.88,2019
5u0g,4.58,2017
3cj5,6.34,2008
3dbu,8.06,2009
5od1,5.96,2018
2q5k,11.3,2007
4xmr,4.07,2015
1gyy,3.64,2002
5wij,6.31,2018
6n9l,6.7,2019
5mpn,7.07,2018
1ebw,9.05,2002
4r75,7.24,2015
4b5w,3.33,2012
5k0m,8.82,2017
6ud2,10.21,2019
3zsy,3.23,2012
4rpo,7.64,2014
2vsl,8.4,2008
1ftm,7.61,2000
5lud,3.61,2017
5ot8,4.2,2017
1mfa,5.04,1994
1w9u,6.09,2004
3ryx,8.14,2011
3d83,8.36,2008
2hkf,6.38,2007
1oau,7.7,2004
4crl,9.71,2015
6glb,6.89,2018
5flo,3.15,2016
1lee,7.74,2002
5cks,5.51,2016
3rz5,7.89,2011
5ekm,6.32,2016
4dko,6.52,2012
2wm0,4.52,2010
6ce6,5.1,2018
5i7x,7.28,2016
1fzj,8.1,2001
1k4g,5.85,2002
5efj,6.46,2016
1b3l,5.89,1998
5m5d,3.95,2017
1qkb,7.35,1999
6fuj,4.3,2018
1pme,9.4,1999
2d1n,8.15,2006
3ikg,7.24,2009
5ant,6.36,2016
5a81,5.54,2015
4hy1,8.7,2013
5bw4,4.17,2016
6mdu,4.25,2019
4oag,6.3,2014
5u0e,5.11,2017
6rfw,6.5,2019
2pql,7.28,2007
6eya,7.48,2018
3i51,7.7,2010
2oym,5.0,2007
5z7b,4.89,2018
1hp5,6.55,2001
4fht,6.17,2013
5nk2,6.74,2017
3roc,8.19,2011
5u0f,5.47,2017
6dpz,3.59,2018
6jb0,7.24,2019
2bpy,7.4,1999
6md8,2.38,2019
3oim,6.74,2011
3tt4,8.28,2012
4aqh,6.54,2012
4buq,8.14,2014
4q4q,5.79,2014
4rd6,6.28,2015
4u6c,5.0,2015
3jzh,3.4,2009
2gz2,5.22,2006
3r4n,6.89,2011
3s78,6.47,2011
3ekx,9.41,2009
5ov8,4.74,2018
3f68,5.06,2009
6eeo,6.43,2018
3hl8,4.49,2010
1sh9,6.03,2004
4lm1,3.23,2014
3s54,9.64,2012
1rp7,8.52,2004
5gsa,7.09,2017
5fot,3.17,2016
1p57,4.4,2004
1uou,7.7,2004
3g19,6.67,2009
6hzy,3.92,2019
1m2q,6.1,2003
1nfx,8.52,2003
3mf5,5.36,2010
1qft,8.77,2000
2j95,8.4,2007
1xpz,7.08,2005
1fkw,5.05,1996
6szp,4.74,2019
4ad6,4.78,2013
3t83,6.98,2011
5nvv,6.7,2017
6ugr,6.27,2019
4unp,3.23,2015
3nkk,4.7,2010
6fnq,4.59,2018
4q99,6.28,2015
1c1u,8.25,2000
3k8o,11.07,2010
4cws,7.92,2014
6mkw,4.77,2019
2qpq,6.37,2007
2e94,8.0,2007
6pg9,4.92,2019
3bfu,6.27,2008
2qw1,3.9,2008
4ceb,2.97,2013
4kxb,4.12,2013
6ey9,5.91,2018
3b3x,3.6,2007
2zmm,7.6,2008
3k97,8.0,2010
4q9o,5.77,2014
5f5z,7.07,2017
5bwc,7.21,2015
2cen,8.3,2007
5mek,5.38,2017
1pfu,2.72,2004
2oi2,6.3,2007
1bnt,9.8,1999
5en3,6.21,2016
6ckw,9.08,2018
4epy,3.47,2012
3tay,3.38,2012
5d24,5.24,2016
5ohy,5.17,2018
1f0t,6.0,2000
3nb5,7.74,2011
5mby,3.51,2017
4qp2,3.03,2015
5ufp,7.37,2017
4msn,4.03,2014
5irr,5.27,2017
4rn4,6.94,2015
3mna,7.39,2011
1qin,8.0,1999
4ibb,3.57,2014
6g36,7.79,2018
4o0x,7.17,2014
4kwo,6.45,2014
4p58,4.6,2014
1nvr,8.11,2003
3cd0,7.57,2008
6qge,5.68,2019
5ucj,6.36,2018
2w5g,6.07,2009
6fni,8.22,2018
5vo1,8.15,2017
4fm7,7.24,2012
1elc,6.66,1994
6hke,7.68,2018
3bxg,4.96,2008
4o9w,7.16,2014
5khm,8.3,2016
5eqe,3.88,2016
4xya,5.86,2015
6haz,7.0,2019
4ggz,10.18,2013
3b66,8.6,2008
6jdl,4.89,2019
2aog,6.28,2006
3m67,6.74,2010
2hnx,7.08,2006
5wqc,8.96,2017
3usx,5.02,2012
3cl0,7.07,2008
3f6e,2.38,2008
2yek,7.21,2011
4lm3,2.92,2014
2gl0,4.82,2006
4e3g,4.97,2012
2gsu,3.59,2006
6i17,6.6,2019
6e22,8.89,2019
3gtc,2.35,2009
3ddf,4.66,2008
1qaw,5.12,1999
1afl,6.28,1998
6faf,6.51,2018
1if7,10.52,2001
3qqa,5.82,2011
3e6y,5.6,2009
1lf2,7.52,2002
6r11,4.92,2019
3el1,9.64,2009
1no6,4.41,2003
4dv8,9.24,2012
2oax,8.65,2007
2i6b,7.17,2007
5t7s,4.1,2017
4i5c,8.82,2013
6hgr,3.46,2019
3f18,7.4,2008
6dpy,4.1,2018
4kax,4.77,2013
6hgf,5.02,2019
6jam,5.23,2019
2ojj,8.7,2007
4bks,3.82,2013
1j4r,7.72,2001
3pgu,6.7,2011
5n0e,8.44,2017
5n17,5.32,2017
5jhb,6.06,2017
1qb9,7.44,2000
5mwp,7.5,2018
2qnn,7.15,2008
6j0g,5.64,2019
2fgv,6.12,2006
3ng4,5.43,2010
4ksy,8.42,2013
3uxl,5.57,2012
4afg,8.3,2012
2a4m,4.52,2005
4q08,6.3,2015
1yei,7.46,1999
1ew9,3.22,2002
4mss,6.4,2013
4r5a,8.7,2014
6cks,7.82,2018
1egh,5.7,2000
5oei,5.8,2017
3gm0,7.77,2009
5j64,6.85,2017
6hpw,6.09,2018
3gi4,10.8,2010
6pi6,5.66,2019
2z94,5.85,2007
4fl2,3.66,2012
4ovg,3.69,2014
4clj,9.15,2014
4m2v,7.44,2013
5l8y,6.4,2018
1fcz,9.22,2000
5d1r,4.84,2015
5f25,5.04,2016
3qbc,4.97,2012
4w9f,5.49,2014
2zz2,4.54,2009
5g5z,5.66,2017
2oxy,6.52,2007
4o3f,5.56,2014
2za0,6.64,2008
6pg4,3.59,2019
6b4n,10.55,2017
2vot,7.14,2008
5os8,3.98,2018
1d09,7.57,2000
2bvs,4.1,2006
1njs,7.82,2003
2oi0,7.55,2007
6q4g,4.3,2019
6r0v,4.96,2019
5byi,7.51,2015
4zow,4.12,2015
2r59,8.19,2008
1dqn,8.0,2000
4djw,6.28,2012
3pwm,9.1,2011
3ckb,2.98,2008
6c85,3.9,2019
6qlo,5.06,2019
6qr1,5.07,2019
6pgb,4.6,2019
4np3,3.3,2014
6hqy,6.44,2018
5z5f,2.17,2018
1c87,4.2,2000
3cf8,4.9,2008
3huc,5.99,2010
2bqv,8.05,2005
3l4w,6.0,2010
3tfn,6.57,2012
1w3k,4.3,2004
1enu,5.08,2000
3uod,7.31,2012
4muf,6.34,2014
1nhu,5.66,2003
4m2r,8.49,2013
6edr,4.55,2018
6mj4,7.72,2019
6f92,6.4,2018
4r4t,6.26,2014
5nxw,7.24,2018
5wyz,7.68,2017
4euo,5.05,2012
4ibi,4.14,2014
1moq,3.46,1998
1ndz,8.11,2003
4flp,6.72,2012
5o9p,5.09,2018
3rlp,7.08,2011
1nny,7.66,2003
5odx,6.71,2018
5ihh,6.41,2016
6nmb,2.7,2019
1ssq,6.0,2004
3kgu,5.92,2010
1ppm,5.8,1993
4iva,7.16,2013
1i9p,8.41,2001
3hl5,4.47,2009
4u54,2.06,2015
3hv8,6.98,2009
5tmp,7.47,1998
5ta4,7.62,2017
4nyf,7.31,2014
1f3e,6.7,2000
5nea,10.3,2017
4g8y,4.59,2012
5m7s,9.05,2017
2c92,5.68,2006
2o4r,9.4,2007
1wuq,8.27,2005
3n8k,4.05,2010
6gzm,8.26,2018
2c94,6.82,2006
3vhd,9.28,2012
5i9z,8.05,2016
1i7z,6.4,2001
3oyw,4.11,2010
1j37,8.96,2003
4pum,6.73,2014
5qtt,8.47,2019
2g94,9.52,2006
5ta2,7.96,2017
3acx,5.7,2010
3fzy,6.74,2009
4mrw,3.3,2014
4uye,8.02,2014
5jy3,7.92,2016
6fnr,5.59,2018
1drk,6.82,1995
2zfs,6.54,2009
2vj8,8.7,2008
1g7f,5.47,2001
4m3p,5.4,2014
185l,3.54,1995
2mas,7.52,1997
4zec,5.82,2015
3pfp,6.44,2011
3mjl,2.44,2010
3iod,4.1,2009
3o84,7.24,2010
5f60,7.37,2017
3t0x,8.0,2012
3u92,7.48,2012
6gl9,6.87,2018
1ydd,7.07,1995
5nn5,5.47,2017
4ufk,3.89,2015
2pcp,8.7,1999
2wl0,7.8,2009
5qa8,3.77,2018
5j6n,7.77,2017
6i63,7.01,2019
4dy6,4.4,2012
6i8m,7.8,2019
4qy3,6.82,2014
1afk,6.62,1998
6quv,3.0,2019
3u6i,9.0,2012
2zfp,5.17,2008
4a7i,8.7,2012
4ara,6.05,2012
3ppr,2.82,2011
4ll3,11.57,2014
4r74,8.1,2015
3u10,5.44,2011
5l9l,7.1,2016
4z1e,8.24,2015
5lz7,6.28,2016
2bal,6.31,2005
5neb,7.77,2017
4fz3,3.73,2013
3zll,6.4,2013
2qm9,7.77,2007
2ri9,3.22,2008
1hsl,7.19,1994
5umy,6.97,2018
3fvh,6.35,2009
3hzk,6.7,2010
5efh,6.1,2016
1lyx,4.54,2003
2h15,5.67,2007
1uz1,6.89,2004
3f6g,4.72,2009
3evd,6.91,2009
1c5p,4.68,2000
2qu6,8.52,2007
4und,8.96,2015
3m6r,7.49,2011
5h8g,10.32,2016
1yc4,6.55,2005
5cso,6.03,2015
1e6q,3.15,2001
2oiq,5.0,2007
6abx,2.14,2019
3t6b,6.36,2012
4gu9,4.37,2013
2wzs,3.85,2009
5ime,8.34,2016
456c,9.77,1999
2v77,5.06,2008
3dgo,6.74,2009
5upf,8.6,2017
6oe0,8.92,2019
2vvs,7.34,2008
2oxx,6.7,2007
1iiq,7.48,2002
1a4r,6.66,1999
1zoe,7.4,2005
2e1w,7.96,2006
4ra1,5.94,2015
2ha2,4.66,2006
1ec1,8.92,2002
2zkj,5.48,2008
1hi4,4.49,2001
3hvj,8.7,2009
1bty,4.74,1995
2jdm,5.4,2007
2xg9,4.15,2010
5afv,5.59,2015
1wc1,4.0,2004
6el5,6.88,2018
3ff3,3.57,2009
1ex8,6.33,2001
5dlx,5.7,2016
6mqc,8.28,2019
2yme,7.66,2012
3m3z,5.73,2011
5hbn,4.89,2016
2bvd,6.0,2005
4ou3,4.41,2014
1a99,5.7,1998
3neo,5.92,2010
6qr9,6.72,2019
6of5,5.35,2019
5b25,10.24,2016
3jy0,8.3,2009
4j93,4.7,2013
1kav,5.82,2002
1o7o,4.49,2003
4lkq,3.35,2014
5fov,2.8,2016
3kjd,8.54,2009
1hdq,5.82,2001
4qev,7.66,2014
5e8f,8.64,2015
5cbr,5.74,2015
4ucc,4.32,2015
3mdz,9.1,2010
6ays,9.19,2018
4cwn,5.59,2014
4wkb,11.57,2015
4rvr,6.87,2014
4i71,7.74,2013
2vyt,2.74,2008
1o5g,4.96,2004
1sl3,11.85,2004
2cex,4.7,2006
6ghj,2.16,2018
3t3c,10.23,2012
1yp9,5.11,2006
5dh4,7.24,2016
4tun,5.41,2014
3cyx,8.0,2008
4pin,5.4,2014
2i4z,5.7,2007
4pvx,6.76,2015
6g35,7.76,2018
6dz0,9.03,2019
3n2v,7.51,2010
4in9,4.97,2013
6eed,6.09,2018
5kbe,6.34,2016
3hf8,6.51,2010
3p7i,7.7,2011
4luz,4.7,2013
1x38,8.77,2005
4qer,7.54,2014
1bhx,6.84,1998
1epo,7.96,1994
4ly9,8.15,2013
2p16,10.1,2007
5zhl,6.72,2019
2b1i,6.82,2006
4y4j,2.47,2016
3h78,4.24,2009
1h5v,3.93,2002
2bmk,5.62,2006
2qzr,7.26,2007
5i3v,7.8,2016
1v1j,4.82,2005
4yes,8.02,2015
4b1j,7.3,2012
5dqe,3.63,2015
3jup,5.58,2009
6dl2,7.48,2019
2f2h,5.7,2006
5lvq,4.14,2016
5fox,3.17,2016
1l83,3.4,1993
6h38,8.11,2018
4q3u,6.44,2014
2i2c,4.7,2007
5i88,6.6,2016
4u5o,2.42,2015
3p3r,7.25,2011
2reg,5.64,2008
1n0s,7.45,2003
3ejp,8.55,2009
2wyj,9.0,2010
4p5z,7.41,2014
2j4g,6.6,2007
6g7a,6.78,2019
3f7g,7.37,2009
4de5,3.15,2013
1mtr,8.4,1996
2vvu,8.1,2009
4lbu,6.56,2014
1z71,9.18,2005
5ipj,8.89,2016
4ql1,7.03,2014
2vk2,6.89,2009
5i2e,6.64,2016
3sue,9.08,2012
6i0z,4.04,2019
5dxt,9.7,2016
5nvw,6.77,2017
4cwf,4.49,2014
1qbn,5.85,2000
3a5y,7.96,2010
5orw,3.1,2017
4gzx,3.19,2012
6g98,6.15,2018
6mnc,5.8,2019
6o5x,7.66,2019
3zv7,5.92,2012
3el5,7.72,2009
4cjr,3.1,2014
2vjx,4.96,2008
2ha3,3.03,2006
3shc,5.72,2012
3mxd,8.83,2010
2r38,7.44,2008
1cnx,7.37,1995
1ydb,8.24,1995
6i12,5.57,2019
1fao,7.37,2000
1gar,10.0,1995
1n3i,8.89,2003
3qw5,6.45,2012
3bzf,4.52,2008
4z2b,7.76,2015
4ek9,4.42,2012
5d45,6.92,2016
4zzy,5.6,2015
1mfd,5.31,1994
4cd0,9.7,2014
4xiq,7.07,2015
4ljh,4.71,2013
2q89,6.3,2008
1ghy,8.1,2002
6b1k,6.67,2018
5llc,9.52,2017
5etj,10.18,2016
1o3i,7.3,2003
6eux,5.92,2017
5zyg,5.21,2019
1mu8,9.0,2004
1g4o,8.25,2000
3s0b,6.49,2011
5oaj,6.56,2018
1yet,5.92,1998
5vgy,4.18,2017
5fnf,3.15,2016
6gfz,5.51,2018
3bqc,5.73,2008
3mhl,7.25,2010
1x8t,7.8,2005
1r1h,8.92,2004
4xtx,10.57,2015
1ebz,9.4,2002
3bl1,5.6,2008
1fcy,8.52,2000
2fxu,8.15,2006
1w5x,8.4,2004
3b4f,8.14,2008
2pv1,7.14,2007
6qlr,4.82,2019
6bm6,4.68,2018
2r5p,8.48,2007
5i80,7.21,2016
3l4z,6.72,2010
3eeb,5.89,2008
3ove,6.57,2011
3v5t,8.22,2012
6gf9,6.39,2018
3ml2,8.05,2011
6om8,5.16,2019
6csp,8.52,2018
5eh5,5.87,2016
3oaf,8.8,2011
3po6,7.06,2011
3lpp,6.22,2010
6pg8,3.85,2019
3jzj,3.61,2010
6aqs,7.55,2018
1gnn,5.68,1996
4qtl,6.92,2015
6gj6,4.7,2019
4d8z,6.29,2012
4n07,6.46,2013
2rin,4.0,2008
1c86,4.7,2000
4f7v,5.38,2012
1lzq,8.39,2003
2p53,7.46,2007
4hzm,4.63,2013
1ejn,5.62,2000
1zea,5.22,2006
1wcq,6.26,2005
1qy1,6.52,2004
5j8u,6.47,2017
2hah,8.0,2007
5u8c,7.53,2017
6d56,8.05,2018
3lir,6.92,2010
3daz,7.93,2009
5uff,4.24,2017
5l3a,4.89,2016
4yho,10.74,2016
3sr4,6.54,2011
4crb,7.57,2015
1if8,9.64,2001
2xxx,6.41,2011
4d3h,6.43,2014
4zb8,6.03,2015
5gof,4.05,2017
6gfs,6.54,2018
1uho,9.22,2004
2gj5,8.32,2007
3dnd,4.8,2009
1ciz,7.44,1999
3ifl,8.08,2009
6g2e,5.01,2019
2e91,6.59,2007
2qtn,3.42,2008
3dyo,2.3,2008
2qi4,10.44,2008
2x97,5.66,2010
6o5a,6.29,2019
4y2q,2.92,2015
4jne,5.86,2013
6iez,6.52,2019
3dd8,7.85,2008
4mmm,3.82,2014
6dpx,5.89,2018
1fkf,9.4,1991
4llj,3.42,2014
6qlq,4.51,2019
1ft7,5.18,2000
1k6t,7.62,2002
3qxv,8.4,2011
6gjl,3.86,2018
5d3j,5.24,2016
2rkm,3.9,1997
5htz,8.62,2016
2cgr,7.28,1994
3f7h,7.09,2009
3g34,2.96,2009
3hll,8.24,2009
6i65,6.41,2019
5vcy,6.57,2017
1b57,8.0,2000
6pvz,3.47,2019
2wuf,4.29,2009
6r1b,5.44,2019
6bdy,5.69,2018
6czf,5.8,2018
5f61,7.46,2017
5ehw,3.0,2016
2drc,9.89,1994
3o75,6.68,2011
1b6j,7.92,2000
6no9,10.52,2019
3lp7,5.44,2010
5hi7,7.85,2016
2wgj,8.7,2009
1kv1,5.94,2002
2y5g,6.84,2011
5za8,6.29,2018
1pzi,4.22,2004
5we9,7.22,2017
1tx7,4.6,2005
1df8,9.7,2000
1dgm,5.05,2000
