pdbid,-logKd/Ki,release_year
5v82,10.15,2017
3jrx,9.0,2010
3nes,5.62,2010
1tx7,4.6,2005
2r5p,8.48,2007
5vd0,6.49,2017
1rpf,3.99,1994
4ezx,5.8,2013
3nhi,8.43,2010
5wex,7.18,2017
2vmc,2.94,2008
3p2e,6.22,2010
5ia3,7.34,2016
1c1r,7.63,2000
1bq4,5.22,1998
4erf,9.4,2012
6eol,7.43,2018
2c94,6.82,2006
5mrp,5.52,2017
2j7e,7.32,2006
2pwr,6.59,2008
5g46,2.6,2016
6gzd,8.01,2018
6np4,4.44,2019
4zwz,8.7,2015
1ndw,5.23,2003
4lhm,3.39,2014
3ujc,4.59,2011
6pia,4.96,2019
1br6,3.22,1998
1fh8,6.89,2000
1pz5,5.4,2003
4zw8,5.96,2016
6h33,9.22,2018
6f3b,6.56,2018
6aox,4.82,2018
3ebi,7.1,2009
2oxd,6.82,2007
3bl0,6.92,2008
3nik,3.45,2010
6ei5,7.42,2018
5upj,7.12,1997
5g2b,7.0,2017
3n4b,7.02,2011
5ipc,4.89,2017
3d8z,3.37,2009
1utj,3.84,2004
5kz0,7.66,2016
5mz8,2.31,2017
4yyt,6.38,2016
3mna,7.39,2011
2izl,6.0,1998
4a4w,7.72,2012
4jyc,6.7,2013
4ad6,4.78,2013
4b3c,2.68,2013
6rot,6.32,2019
1bxo,10.0,1998
4ra1,5.94,2015
4gj3,8.85,2013
2rin,4.0,2008
2yhw,5.6,2012
1fch,7.15,2000
1sbg,7.74,1994
6ma3,8.3,2018
1pvn,9.82,2003
4bao,8.37,2013
6hk4,8.55,2019
2fgu,9.18,2006
4or4,4.57,2015
4ayp,6.12,2013
3nw3,6.49,2010
3lea,9.1,2010
2xn5,6.69,2011
4oag,6.3,2014
2nta,4.8,2007
1pa9,4.6,2003
3ery,5.66,2008
4q08,6.3,2015
3wtm,7.0,2015
4kqp,6.05,2013
2vba,4.6,2007
2zcs,8.22,2008
5dqe,3.63,2015
1sdu,10.07,2004
4myd,4.55,2014
3zdv,5.48,2013
6f9v,6.76,2018
5voj,8.44,2017
3gm0,7.77,2009
1yds,5.92,1997
3qwc,4.26,2012
3qfd,4.17,2011
6hh5,4.27,2018
5upf,8.6,2017
4fnn,7.57,2012
4lm1,3.23,2014
4x8v,6.89,2015
6np3,6.47,2019
6e4a,7.36,2018
4z1k,8.33,2015
2xmy,9.96,2010
4i71,7.74,2013
2cex,4.7,2006
1fzq,7.62,2000
2q7q,5.3,2007
3p3r,7.25,2011
1o86,9.57,2003
3tza,5.5,2011
1ciz,7.44,1999
4jpx,5.15,2013
2i4w,11.59,2007
1sqt,6.2,2004
3ozj,5.11,2011
5n0d,8.48,2017
1vzq,7.44,2005
5f2u,8.43,2016
4hzm,4.63,2013
1f8d,3.4,2001
4i7j,3.32,2013
1sln,6.64,1996
5u0e,5.11,2017
1k1m,7.4,2001
4dkq,6.6,2012
3fzn,4.01,2009
3juo,5.07,2009
1wm1,6.3,2004
4hwo,8.54,2013
4ovf,4.13,2014
6qpl,7.04,2019
1np0,3.57,2003
6mdu,4.25,2019
2o4k,10.46,2006
4kx8,7.13,2013
5e2p,8.8,2015
2a8g,3.69,2006
4lkk,5.92,2013
3zns,7.41,2013
6nzv,10.17,2019
5alb,10.71,2015
4fzj,3.15,2013
6mln,7.54,2019
6aqs,7.55,2018
2zq0,6.82,2008
6edr,4.55,2018
1c5s,6.0,2000
4aqh,6.54,2012
1azm,6.1,1994
1v2s,4.17,2004
6cze,4.03,2018
4zx1,6.14,2015
3wzn,7.0,2015
2isw,7.43,2006
5jop,9.41,2017
5mo8,5.79,2017
2we3,4.43,2009
5eh5,5.87,2016
2xc4,8.05,2010
6rih,3.98,2019
1e2k,4.94,2000
6d5e,6.85,2018
4m2r,8.49,2013
5jsq,4.67,2016
6j9w,5.13,2019
5zaf,6.78,2018
4mo4,4.22,2014
3t3u,8.6,2012
4mhy,6.47,2014
3gc4,7.6,2009
4o07,7.38,2014
5f63,7.92,2017
6fnq,4.59,2018
4itp,7.27,2014
1fki,7.0,1994
3igp,7.02,2010
6o94,8.74,2019
1zvx,9.22,2006
6p8a,3.59,2019
5n24,8.92,2017
5f5z,7.07,2017
5fsc,2.36,2017
3g0e,7.7,2009
1uz4,3.4,2004
3hl8,4.49,2010
5tpx,6.55,2017
5ot9,4.07,2017
6nfy,7.8,2019
5mro,5.7,2017
4bny,7.1,2013
1yqj,8.14,2005
5vl2,8.42,2018
6g29,4.33,2019
4r3w,3.0,2014
1nt1,8.89,2003
4o0b,8.3,2014
4zb6,6.28,2015
2r3w,6.89,2008
6jof,4.98,2019
3nee,5.34,2010
1y20,5.32,2005
1oyq,6.96,2003
1h6h,5.3,2001
4cc5,4.42,2014
1msn,9.09,2003
1f8c,7.4,2001
2bo4,4.61,2005
5ct2,2.92,2015
4nj9,6.97,2014
3wvm,5.71,2015
2z4o,9.57,2008
6rtw,6.43,2019
1tkb,8.0,1994
5jfu,8.07,2016
6o0m,9.34,2019
3bxg,4.96,2008
2i4x,11.72,2007
2p4j,8.96,2007
2z1w,4.08,2007
6pga,4.54,2019
5wl0,9.17,2017
4arw,7.13,2012
6pg9,4.92,2019
2zx8,9.64,2009
6fz4,5.95,2019
4dhl,4.48,2012
2cbu,5.68,2006
4tkh,5.74,2015
3dri,4.42,2009
5nxg,8.55,2018
3lpi,8.52,2010
4a4q,9.4,2012
2ha2,4.66,2006
6n5x,4.6,2019
5n17,5.32,2017
6ma5,8.1,2018
1jak,5.57,2001
4ej8,5.39,2013
6hgr,3.46,2019
2bet,2.77,2004
1my4,6.98,2003
5ne5,7.41,2017
3b3s,2.55,2007
6d5h,6.92,2018
5oxk,2.17,2018
4wkp,9.55,2015
4n6z,7.8,2013
2cle,3.55,2007
6hai,7.94,2018
3ip9,5.62,2010
6mll,3.62,2019
6g39,8.34,2018
1h46,3.57,2003
5hz5,7.07,2017
3ldp,5.62,2011
3d52,3.28,2008
4d1j,6.31,2014
5irr,5.27,2017
4g0y,2.3,2012
5oh4,4.55,2018
1n4h,6.55,2003
3tay,3.38,2012
4elg,8.16,2013
3gt9,3.96,2010
1aid,4.82,1997
6abx,2.14,2019
3oyq,7.99,2011
6gw4,5.92,2018
5m5d,3.95,2017
4u5o,2.42,2015
2vot,7.14,2008
1xff,4.82,2004
4gny,4.22,2013
2nt7,6.52,2007
6b98,4.65,2017
3nox,8.66,2010
4rpo,7.64,2014
1li2,4.04,2002
3w9k,6.32,2013
4h3j,7.05,2012
1b6h,7.82,1998
6i61,6.24,2019
4kz4,4.15,2014
3t6b,6.36,2012
4djw,6.28,2012
6sbt,6.78,2019
5j0d,6.87,2016
6epa,5.95,2018
5kax,6.11,2016
1qbq,8.3,1999
2v2q,4.15,2007
4aoi,8.4,2012
4ij1,5.4,2013
6nmb,2.7,2019
5f1h,7.85,2016
2r3t,5.85,2008
3zxz,8.4,2011
3lp4,4.88,2010
2e2r,8.26,2007
6ggb,5.39,2019
5w1e,5.24,2017
3nu5,8.35,2010
3gcp,7.82,2009
5ad1,7.24,2016
4pb2,4.8,2014
5edb,7.0,2016
5sz3,8.6,2016
5ehr,7.14,2016
3dd8,7.85,2008
1ai5,3.72,1997
2qi7,10.21,2008
4idn,5.24,2013
4y4j,2.47,2016
5nbw,8.59,2017
4jal,4.6,2013
4g95,7.61,2014
2yk1,8.13,2011
4fsl,7.7,2012
3dsz,7.77,2009
3p3g,9.74,2011
1z6s,4.34,2005
1ec9,3.1,2000
6mli,2.43,2019
4jfk,6.44,2013
3gta,4.28,2010
1f4f,4.62,2000
6ueg,4.71,2019
4zeb,6.52,2015
2x7t,6.63,2010
2qbw,7.25,2008
4z0k,6.34,2015
2vpo,5.42,2008
1tnh,3.37,1994
1gvw,6.96,2002
5vm0,8.8,2018
3oim,6.74,2011
1bxq,7.38,1998
1b4z,5.23,1999
6gl8,8.61,2018
5oh3,3.87,2018
2r1y,4.51,2008
1nfw,8.96,2003
3x00,9.08,2015
2x95,4.95,2010
5lli,7.05,2016
4ytc,7.89,2015
1c5y,4.2,2000
3iae,3.89,2010
6hgj,4.38,2019
1b3h,6.21,1998
2fzc,2.7,2006
3cdb,7.02,2008
3s8o,6.85,2011
5oqu,3.61,2018
5e74,4.41,2015
3gbe,5.0,2009
2v8w,6.82,2007
6ezq,4.66,2017
3slz,6.99,2011
5hz6,7.8,2016
1aaq,8.4,1994
1elb,7.15,1994
2gj5,8.32,2007
2wzm,5.22,2010
4zw5,4.43,2016
3t1a,8.37,2011
6hgf,5.02,2019
4ury,2.22,2015
1ex8,6.33,2001
6pg8,3.85,2019
3f6g,4.72,2009
3h89,7.64,2009
4fl1,3.28,2012
3own,7.47,2010
6n7b,9.22,2019
5hz8,6.4,2016
4p3h,6.0,2014
4elh,8.09,2013
6ekq,5.46,2018
5ulp,4.61,2017
2vo4,4.94,2008
3f18,7.4,2008
5j8u,6.47,2017
1t7j,8.7,2005
3r1v,6.92,2011
1hvl,9.95,1994
5tbe,8.97,2017
3zlr,9.26,2013
1if8,9.64,2001
4ymb,6.21,2015
2a5s,6.7,2005
4zei,5.88,2015
5nxi,6.66,2018
5zhl,6.72,2019
4mn3,5.75,2014
3lxk,9.8,2010
6fuj,4.3,2018
4q4r,6.43,2014
2qd7,9.1,2008
2hkf,6.38,2007
3i7e,10.85,2009
5exw,6.82,2016
6htg,7.17,2018
6hsh,7.55,2018
2ax9,9.52,2005
5nkh,7.59,2017
3hmo,7.52,2010
5mg2,7.77,2017
4ykj,4.43,2015
4qev,7.66,2014
3bra,2.7,2008
6qau,7.48,2019
6pu3,5.23,2019
4b33,3.37,2013
5ef7,9.0,2016
5mmg,6.01,2017
5aol,2.32,2015
2std,9.85,1999
4iwz,7.29,2013
1jmg,6.07,1998
5ufp,7.37,2017
5nxw,7.24,2018
1oe8,5.52,2003
1e3v,4.34,2001
6pgb,4.6,2019
5wlo,10.82,2017
2jew,6.69,2007
3g1v,3.19,2009
3mi3,5.45,2010
6eya,7.48,2018
3kgt,5.51,2010
1jgl,8.7,2001
4do5,5.83,2012
5j20,9.14,2017
4c1u,7.09,2013
3pwd,6.66,2011
2f7i,7.1,2005
3rlq,7.4,2011
5ehv,3.08,2016
1u1w,5.85,2004
1hvs,10.3,1995
6p89,5.01,2019
2x2r,7.12,2011
4ieh,7.85,2013
3fv3,9.52,2009
4o0a,6.72,2014
2flr,6.1,2007
3pb9,6.58,2011
4uye,8.02,2014
3mi2,7.77,2010
6t1o,5.59,2019
2wuf,4.29,2009
5i7y,7.28,2016
5oh7,4.37,2018
6cjv,5.66,2018
5sz7,9.7,2016
2uyq,5.68,2007
1jn4,4.95,2003
5ehq,10.48,2016
5vij,7.61,2017
5isz,4.49,2017
3ebh,6.32,2009
1o36,5.96,2003
6t1n,5.46,2019
1bty,4.74,1995
2j4g,6.6,2007
3nb5,7.74,2011
5hvs,7.15,2016
3jdw,3.6,1998
3uxd,4.41,2012
4cgi,3.12,2013
3wtn,7.04,2015
6q4e,3.46,2019
3gsm,6.48,2009
5llg,11.13,2017
1ax0,3.13,1998
2xib,7.26,2010
1ql7,5.0,2000
3cd0,7.57,2008
4ll3,11.57,2014
6eq2,5.89,2018
1w7g,5.1,2006
5jgi,4.3,2017
1ivp,7.52,1993
4few,5.21,2012
1izi,6.59,2002
1gar,10.0,1995
3oil,5.68,2011
3hmp,5.49,2010
6om8,5.16,2019
3cft,4.19,2009
6mnv,3.37,2019
3gvu,8.0,2009
2weh,5.95,2009
3p3s,7.59,2011
4o0x,7.17,2014
2qhz,7.28,2008
3vd4,4.82,2012
1tom,8.3,1997
3tz0,5.04,2012
6jad,4.32,2019
2wm0,4.52,2010
2ewa,7.94,2006
1xd0,7.12,2004
5l9i,7.0,2016
1zc9,3.22,2006
4q81,3.02,2015
6g2s,8.4,2019
3cj2,4.85,2008
2rk8,3.64,2008
6hm1,6.04,2019
6fnr,5.59,2018
3exh,4.88,2008
1ndz,8.11,2003
2vh6,9.7,2008
3si3,4.16,2012
4b76,4.54,2012
3ipu,7.32,2010
3u6i,9.0,2012
6c9v,6.92,2019
4xya,5.86,2015
3nq3,3.78,2010
1d4i,8.85,2002
3str,8.4,2011
5aan,4.15,2017
2ojg,5.64,2007
1bp0,5.4,2000
6nco,4.52,2019
4qp2,3.03,2015
1qji,4.85,2000
6udu,9.3,2019
6f20,4.31,2018
3r5t,8.58,2012
1hvk,10.96,1994
3m37,9.04,2010
3t01,4.48,2011
1h5v,3.93,2002
5fcz,4.2,2016
3a6t,7.28,2009
3mxd,8.83,2010
4b6s,6.01,2012
4pp3,7.82,2014
6qlr,4.82,2019
4q7w,2.64,2015
5o1h,4.85,2018
5tb6,5.82,2016
1h2k,2.92,2002
6r8l,6.17,2019
4i8z,11.05,2013
4r4t,6.26,2014
3m8u,4.89,2010
5m17,3.66,2017
3u92,7.48,2012
1w9v,6.34,2005
2psv,7.24,2007
4yml,8.35,2015
3q6z,3.72,2011
6qr7,7.15,2019
2w26,9.4,2008
5jxq,8.15,2016
5caq,8.57,2015
5fng,2.96,2016
1b57,8.0,2000
3rm4,5.77,2011
5mby,3.51,2017
6pg5,4.96,2019
4xtw,9.03,2015
4gzx,3.19,2012
1o30,6.77,2003
5ma7,3.47,2017
1h1s,8.22,2002
2hmu,7.7,2006
5uln,7.85,2017
4ual,8.4,2014
5jg1,8.72,2016
3aau,5.05,2010
1ceb,6.0,1996
2jh6,7.77,2007
1tpw,3.3,1995
4qfl,5.11,2015
4bb9,6.0,2013
3g1d,3.48,2009
3drf,7.0,2009
1qbv,5.39,1999
4e6d,8.92,2012
2xb7,9.19,2010
5vd1,6.0,2017
5ny1,6.44,2018
1uwf,6.82,2005
2zfp,5.17,2008
5uf0,3.8,2017
1ppc,6.16,1994
1xjd,9.48,2004
2bmk,5.62,2006
5lyr,7.89,2017
1nf8,7.82,2003
3cf8,4.9,2008
5ovx,4.5,2017
1b55,7.4,1999
2pvl,7.62,2008
6sge,7.51,2019
5fov,2.8,2016
6qe0,4.6,2019
4ts1,4.94,1989
3pn1,6.96,2011
6g3v,6.04,2018
6pgc,5.35,2019
4m2w,7.28,2013
1xap,8.7,2004
1gyy,3.64,2002
6jtc,5.07,2019
1qxl,7.96,2004
5bv3,7.17,2015
4dsu,2.82,2012
6c7w,5.47,2018
4loo,8.15,2013
4g90,4.51,2012
1qb1,6.77,2000
4x5q,9.0,2015
3uil,6.0,2012
1siv,8.08,1994
6d9x,3.49,2018
4qf8,7.51,2014
2w67,4.96,2009
2y82,8.4,2011
2o0u,5.49,2007
4db7,6.56,2012
2b4l,4.77,2006
1u71,7.48,2005
1lnm,8.7,2003
2d1o,7.7,2006
3da9,5.51,2009
5nlk,7.46,2018
1td7,4.37,2004
6p5o,4.54,2019
6g2m,7.82,2018
5n34,4.63,2017
3nyd,3.48,2011
3gtc,2.35,2009
1nfx,8.52,2003
5dhu,6.3,2016
1w96,8.41,2005
4zzd,6.6,2015
5u0f,5.47,2017
4o04,6.16,2014
4u5n,2.48,2015
3bex,5.57,2008
6g3q,7.24,2018
2f2h,5.7,2006
5ey4,3.12,2016
4f5y,5.43,2012
5lle,10.22,2017
1pxp,6.66,2004
4jsa,4.96,2013
5c1m,10.8,2015
4poj,8.1,2014
5m23,8.9,2017
4cga,6.4,2014
4asd,9.28,2012
6csr,6.84,2018
4xu1,9.49,2015
2v2h,3.77,2008
4ynb,10.37,2015
3t0b,4.3,2012
6epz,7.14,2018
1amw,4.54,1998
4kz3,2.77,2014
2gv7,7.85,2006
5lz7,6.28,2016
3lk8,7.71,2010
6gdy,5.46,2019
4riu,7.3,2015
1tlp,7.55,1989
3mfv,2.52,2010
5u0g,4.58,2017
5afv,5.59,2015
3hvj,8.7,2009
1swg,7.36,1998
1g45,8.64,2000
5d45,6.92,2016
5o1d,4.66,2018
6hax,7.59,2019
1g85,5.48,2002
5g17,6.7,2017
3th9,7.7,2011
6mh7,5.74,2019
4pf5,5.48,2014
1ai7,4.09,1997
5edd,5.24,2016
4oc1,6.6,2014
2qm9,7.77,2007
6qgg,6.3,2019
4r5a,8.7,2014
6d1g,4.47,2019
4zbf,7.13,2015
4e4n,9.05,2012
1k1l,6.9,2001
5j6l,7.89,2017
3fee,6.64,2009
6qqz,6.74,2019
3zps,8.3,2013
5zdb,5.75,2019
2q64,8.52,2008
6eq7,7.0,2018
1c5t,4.1,2000
4mrz,3.52,2014
3zln,8.47,2013
5jsg,4.85,2017
3djo,4.39,2009
4x8o,6.6,2015
4g5f,3.05,2013
4nku,4.67,2013
3egt,8.9,2009
3sww,8.4,2011
4bcp,6.25,2013
5hva,7.07,2016
1m7d,6.23,2003
4d3h,6.43,2014
4cpt,7.7,2014
4w52,3.76,2015
2yme,7.66,2012
3zcl,8.0,2013
4yzu,5.05,2015
1w3l,6.28,2004
3s43,8.6,2012
2fqy,6.57,2006
1g3d,5.55,2001
4uc5,5.48,2015
1t5f,4.22,2005
2x97,5.66,2010
1gno,7.7,1996
6idg,6.66,2019
2cht,5.52,1994
1xk9,6.85,2005
1bn1,9.34,1999
1no6,4.41,2003
4a6b,8.38,2012
5o1f,4.52,2018
4jyt,7.4,2014
4zx4,7.11,2016
4r0a,4.26,2015
5kej,5.11,2017
4lm4,3.04,2014
4b7r,9.64,2012
5flt,2.89,2016
1gwv,2.57,2003
2zdl,6.4,2008
5wa5,6.72,2018
6nwk,7.7,2019
4da5,6.44,2013
456c,9.77,1999
2qwb,2.74,1998
3v7x,8.57,2012
5d0c,5.63,2016
6p3v,7.02,2019
3v78,5.54,2012
2b07,6.43,2005
3tvc,7.74,2012
4nh8,8.52,2014
4o09,7.7,2014
3hig,7.89,2009
4cfl,5.88,2014
3d1z,8.8,2008
1b5i,7.05,1999
6mj4,7.72,2019
6o0k,10.74,2019
3tzm,7.77,2012
1eb2,6.01,2002
1ypg,8.0,2006
4jyb,6.96,2013
2x96,4.03,2010
3zi0,7.4,2013
5n1r,7.95,2017
1w9u,6.09,2004
2p2a,6.12,2007
4bt3,3.12,2013
2hah,8.0,2007
5dx4,6.86,2016
5oht,6.02,2018
5ioz,4.96,2017
6i64,7.31,2019
4de5,3.15,2013
1zog,7.15,2005
4ymh,6.46,2015
2haw,4.92,2006
5d6j,4.44,2016
1tq4,6.19,2004
1ghv,4.35,2002
5dfp,7.66,2016
3h1x,5.89,2009
2oxy,6.52,2007
1sh9,6.03,2004
6guh,7.59,2018
4xas,6.59,2015
4f9u,6.03,2012
4xmb,7.36,2015
3t8v,6.59,2011
4mo8,8.0,2013
3nkk,4.7,2010
5fnf,3.15,2016
6gla,7.57,2018
4b9z,4.09,2012
2hs1,8.48,2006
6b7b,2.89,2017
4ufh,6.42,2015
3c2f,2.0,2008
1qbr,10.57,1997
4oc0,6.5,2014
4kn1,6.84,2013
6dj5,8.14,2018
2r75,6.15,2008
5l8c,7.0,2018
2fzg,3.38,2006
1hp5,6.55,2001
3st5,11.3,2011
2yix,8.48,2011
4ujb,8.0,2016
5j86,8.26,2017
4l51,3.0,2013
2cbz,3.93,2006
2i4j,6.16,2007
3tf6,6.4,2011
4cd4,6.58,2014
2hxm,5.22,2006
1sw2,7.22,2004
5l7g,7.8,2016
5nki,7.72,2017
4us3,5.32,2014
1o3i,7.3,2003
5nw0,6.52,2017
5dex,7.65,2016
5fbi,2.8,2016
3fuz,6.54,2010
5f1v,6.85,2016
2wb5,9.13,2009
2glp,5.01,2007
6c2r,9.1,2019
1szd,4.54,2004
3ai8,3.81,2011
6g2r,9.46,2019
4u6z,5.41,2015
5k0m,8.82,2017
4bj8,8.29,2013
1d4j,8.36,2002
1kmy,5.1,2002
3ryy,7.42,2011
5l7h,7.3,2016
2pwg,4.82,2007
5uv2,4.4,2017
1b5j,7.43,1999
1w11,8.22,2008
3nyx,7.49,2010
1nwl,2.39,2003
4qem,7.8,2014
4agm,3.98,2012
6dyz,9.2,2019
1yqy,7.62,2005
4o9w,7.16,2014
1amk,4.3,1997
5dgu,11.35,2015
1fzo,7.89,2001
6qqq,5.17,2019
1yei,7.46,1999
4b2i,3.0,2013
6ge7,6.06,2018
4ly9,8.15,2013
1e6s,3.22,2000
2j4i,9.0,2006
6n3y,5.44,2019
1nje,3.8,1996
2ca8,4.66,2006
4b73,7.21,2012
3el5,7.72,2009
1alw,6.52,1998
6g2c,4.66,2019
1fjs,9.96,2000
2r58,2.0,2007
5wij,6.31,2018
6mja,7.85,2019
3dp4,7.37,2008
4q6d,7.36,2014
1b3l,5.89,1998
5vcv,6.82,2017
5e1s,7.92,2015
5mgf,4.27,2017
1m48,5.09,2002
4q7v,3.59,2015
1b51,7.37,1999
5aut,5.17,2015
3g19,6.67,2009
2q8h,3.0,2007
4ddm,2.46,2013
1cps,6.66,1993
2xn3,5.92,2011
5j82,6.0,2017
2v59,7.74,2009
1d4l,8.77,2000
6d1k,3.13,2019
2p7g,6.53,2008
1b6k,8.74,2000
3m3x,6.82,2010
2clk,3.79,2007
2dri,6.89,1995
2oi0,7.55,2007
2wkz,8.77,2009
1utn,3.49,2004
6f05,4.47,2018
5f1r,6.0,2016
4pvx,6.76,2015
3r7o,8.36,2012
4kif,4.84,2014
5os7,3.69,2018
3ekw,7.96,2009
4e9u,5.82,2012
3p8z,6.09,2010
3t5u,7.59,2012
1b05,7.12,1998
2f7o,7.44,2006
2g94,9.52,2006
6ep4,5.35,2017
4qsv,2.0,2014
5n93,8.66,2017
4cmo,9.07,2014
5e73,4.64,2015
3imc,2.96,2009
4ban,8.61,2013
4cd0,9.7,2014
3t09,3.8,2012
5fsx,2.72,2016
3gi6,11.22,2010
6jdl,4.89,2019
3ta1,3.25,2011
6o95,8.29,2019
6o0o,7.44,2019
4gr3,7.81,2013
5nkb,9.12,2017
5l8a,4.91,2017
2h6t,7.22,2007
1a4k,8.0,1998
1nh0,9.74,2004
4igt,7.89,2013
6oqc,10.4,2019
1h0a,5.44,2002
2ya6,5.7,2011
6jb4,5.98,2019
5lif,5.87,2016
6upj,6.32,1997
3r4m,5.92,2011
4yes,8.02,2015
6jay,5.7,2019
6eux,5.92,2017
6stl,8.8,2019
3muz,3.46,2011
1iy7,6.19,2003
1m2x,4.15,2003
5j27,6.74,2017
1gaf,8.0,1996
1k22,8.4,2002
5htl,6.3,2016
5flo,3.15,2016
6olx,5.38,2019
2qbu,6.19,2008
1epo,7.96,1994
5k9w,4.59,2017
3p4v,5.1,2011
3f16,8.23,2008
1g3e,5.38,2001
6mub,7.0,2018
5n6s,8.09,2017
4hp0,6.12,2013
6r13,4.7,2019
1bxr,3.4,1999
3b3x,3.6,2007
4b2l,3.24,2013
6g38,6.62,2018
1grp,3.72,1996
3bft,6.49,2008
4er2,9.3,1991
1jyq,8.7,2002
2wyg,8.7,2010
4hfp,7.38,2013
3ocz,7.46,2011
3w07,3.38,2013
6o5g,5.7,2019
1bzj,4.66,1999
1kyv,5.92,2002
3pcg,2.3,1998
2j47,5.41,2006
4rfr,6.54,2016
4egk,7.72,2012
5cc2,4.1,2015
6j7e,5.04,2019
4dsy,4.43,2012
1b38,6.6,1998
6qi7,6.46,2019
1qkb,7.35,1999
6fcj,7.15,2019
6ayq,8.19,2018
3ok9,11.23,2010
1gj6,7.0,2002
4wov,7.14,2015
1y0l,9.0,2005
2pov,7.12,2007
3uj9,4.63,2011
4i7m,4.14,2013
4mmp,7.71,2014
5duw,3.29,2016
2gkl,5.35,2007
3bu1,8.15,2008
5f1x,6.11,2016
5k03,4.74,2016
2r59,8.19,2008
4std,10.33,1999
5j7q,4.58,2016
5jt9,6.63,2016
1qbt,10.62,1997
5y13,5.94,2018
2pvk,8.3,2008
2zmm,7.6,2008
5u8c,7.53,2017
5n25,7.78,2017
6gjw,4.96,2019
6p85,4.99,2019
1i37,9.57,2001
4j48,5.62,2013
4oks,4.48,2014
3v3q,6.6,2012
2p3i,3.48,2008
1o38,6.82,2003
1c4u,10.37,2000
5kr0,9.15,2016
4zme,4.3,2015
3ppq,4.55,2011
2xde,5.47,2010
1oar,7.4,2004
5mxf,3.59,2017
3e6y,5.6,2009
6g25,3.52,2019
2uxz,8.48,2008
2b9a,8.05,2005
4yrd,4.57,2015
6g3a,8.38,2018
3ozp,6.62,2011
6gg4,3.69,2018
1h4w,4.66,2002
4nue,6.82,2014
3brn,8.7,2008
1fiv,6.59,1995
6g2b,3.8,2019
3u93,6.31,2012
2aac,2.22,1997
2w47,4.98,2009
4qyy,7.3,2014
5el9,7.64,2016
2xdk,3.6,2010
1ppi,5.01,1995
2xg9,4.15,2010
4gbd,11.32,2013
5g5v,6.7,2018
1kv1,5.94,2002
6pl1,7.65,2019
3kr4,7.6,2010
3wtl,7.04,2015
5g45,3.3,2016
5d3x,6.36,2016
3bfu,6.27,2008
1xh4,7.47,2005
6cdp,8.79,2018
6fyz,7.41,2018
2weo,6.93,2009
3ujd,4.69,2011
4tim,2.16,1992
4heg,8.92,2013
4fp1,4.57,2013
3f6e,2.38,2008
5f74,5.12,2016
5nvw,6.77,2017
4ocq,4.61,2014
4zek,5.66,2015
2f6t,4.62,2005
3fhb,5.7,2009
5b5f,5.25,2017
3cyx,8.0,2008
6eyb,5.37,2018
5j1x,5.52,2017
2pvh,6.59,2008
6nxz,5.46,2019
5f60,7.37,2017
6elo,6.29,2018
4i8w,10.9,2013
5o58,6.72,2017
4ql1,7.03,2014
5x62,6.42,2017
1cnw,7.72,1995
5cbr,5.74,2015
1g53,9.04,2000
6gxe,8.05,2019
5jsj,5.4,2017
5msb,7.46,2018
2ydw,7.34,2011
6e22,8.89,2019
4ish,8.72,2013
4w9d,4.99,2014
6gj6,4.7,2019
5eqe,3.88,2016
4hym,8.22,2013
3gk1,4.1,2009
6b7a,4.49,2017
2jdp,6.6,2007
4o05,7.43,2014
6pid,4.54,2019
1ec0,8.49,2002
3iqu,4.77,2010
2xjg,7.82,2010
5aqz,5.48,2016
4btk,6.62,2013
1dud,4.82,1996
3f15,8.1,2008
5n3y,5.03,2017
2pv1,7.14,2007
4qy3,6.82,2014
2wr8,5.44,2009
3liw,7.6,2010
6dd0,5.48,2019
4ozj,5.4,2014
4cws,7.92,2014
2p7a,6.1,2008
1c5p,4.68,2000
3bbb,7.0,2008
6s5k,7.32,2019
1gi4,7.19,2002
2d0k,5.02,2006
1b8n,10.52,1999
6fng,7.14,2018
4avi,7.63,2012
5var,4.09,2018
2drc,9.89,1994
4rak,7.85,2014
3w5n,3.87,2013
1fcz,9.22,2000
5th4,2.85,2017
3b67,8.85,2008
2zxg,8.82,2009
5oss,4.55,2018
1ugx,5.91,2003
4epy,3.47,2012
5os4,2.78,2017
5jgq,4.62,2017
3neo,5.92,2010
3fvn,6.77,2010
4b5t,3.33,2012
3t82,7.0,2011
6faa,6.75,2018
3el9,8.4,2009
6eis,6.6,2018
4r74,8.1,2015
1lcp,6.64,1995
3ime,3.0,2009
1i1e,5.03,2001
4yhm,9.76,2016
3daz,7.93,2009
2fle,7.85,2007
5ko5,4.57,2017
2yfa,5.07,2012
6dsp,6.09,2019
1xk5,6.0,2005
6of5,5.35,2019
3zll,6.4,2013
4ew3,6.74,2013
2j7d,7.13,2006
6i8m,7.8,2019
1o5e,5.74,2004
4knn,7.78,2013
3lzz,3.84,2010
4lm3,2.92,2014
4dmw,4.94,2012
1elc,6.66,1994
5za9,6.74,2018
4a6s,5.2,2012
1erb,8.1,1994
3ohi,4.85,2011
4bak,8.91,2013
4a4v,6.54,2012
5k1d,4.68,2017
1igb,6.4,1996
6bm5,5.84,2018
1k9s,6.52,2001
4b5d,7.89,2012
6rnt,2.37,1993
2erz,5.66,2005
4v24,8.37,2014
4lbu,6.56,2014
5ka9,4.41,2017
6n79,9.68,2019
5i9y,8.55,2016
6r1b,5.44,2019
2yek,7.21,2011
1dl7,6.49,2000
