pdbid,-logKd/Ki,release_year
4z1k,8.33,2015
3wtn,7.04,2015
3wz6,5.96,2015
4msc,5.96,2014
1fl3,6.8,2000
6s5k,7.32,2019
1zoe,7.4,2005
4y3y,2.35,2016
4uj2,7.1,2016
1lke,7.52,2003
2cbj,8.27,2006
2i4x,11.72,2007
1nvr,8.11,2003
3rf5,5.63,2011
2ews,6.62,2006
4qsu,2.0,2014
4e4l,8.77,2012
1gjc,6.35,2002
4u5n,2.48,2015
4cwq,7.06,2014
5g1a,6.57,2017
2reg,5.64,2008
4gzw,4.52,2012
1bwb,8.42,1998
1g35,8.14,2001
4dkr,6.52,2012
2bvr,3.7,2006
4mc9,9.44,2014
5ct2,2.92,2015
5egm,8.62,2015
1nf8,7.82,2003
3wjw,3.87,2013
2g5u,8.49,2006
5f0f,6.0,2016
3t70,6.3,2012
4y4j,2.47,2016
2cej,8.62,2007
6p87,4.6,2019
3q71,5.22,2011
4lj5,6.29,2014
4mo4,4.22,2014
3s75,6.82,2011
5eyr,5.3,2016
6h33,9.22,2018
3g1d,3.48,2009
5cc2,4.1,2015
1xow,9.28,2004
4q7v,3.59,2015
4o9v,8.0,2014
3qlm,6.37,2011
4ibi,4.14,2014
1ucn,5.22,2003
3sio,8.0,2011
6n5x,4.6,2019
4zb8,6.03,2015
6phx,3.32,2019
6mm2,5.41,2019
5d1r,4.84,2015
4hp0,6.12,2013
3ibl,7.84,2009
3p5l,7.39,2011
3d91,9.15,2008
4k4j,6.12,2013
1c83,4.85,2000
3sww,8.4,2011
5eqy,8.0,2016
6gjw,4.96,2019
2yz3,6.66,2008
3iqu,4.77,2010
6ixd,9.8,2019
4qfp,4.23,2015
6eeo,6.43,2018
3dgo,6.74,2009
4o0a,6.72,2014
2rin,4.0,2008
3uxl,5.57,2012
2boh,8.52,2006
2hzl,6.57,2007
4zcs,4.33,2016
2a4m,4.52,2005
2y7z,8.7,2011
5mpn,7.07,2018
3mi2,7.77,2010
4pg9,7.8,2015
3dx4,7.12,2009
4xoc,8.52,2016
5f08,5.52,2016
3f5l,3.72,2009
2y80,8.05,2011
6ma3,8.3,2018
4nja,6.22,2014
5vsf,7.03,2017
4ymb,6.21,2015
4q09,8.17,2015
6b96,7.84,2017
4avh,7.23,2012
5ljq,9.0,2017
4q6d,7.36,2014
6gxg,5.24,2019
4und,8.96,2015
2v8w,6.82,2007
4jpy,4.43,2013
6ooy,4.66,2019
4g90,4.51,2012
1qxk,5.05,2003
6gxe,8.05,2019
5uln,7.85,2017
4nra,4.19,2013
5lyr,7.89,2017
3slz,6.99,2011
6dz2,8.85,2019
1bju,4.8,1998
5ngz,2.89,2017
3tay,3.38,2012
6nyv,6.51,2019
5e2l,4.03,2016
1ypg,8.0,2006
5dqf,3.6,2015
5e2o,8.7,2015
3bra,2.7,2008
2ca8,4.66,2006
5zyg,5.21,2019
2ewb,6.1,2006
4riv,7.0,2015
4cwf,4.49,2014
5ewa,4.82,2016
4kfq,8.23,2013
5jhb,6.06,2017
1s89,5.24,2004
2q8h,3.0,2007
1tpw,3.3,1995
4b3c,2.68,2013
3hzv,6.52,2010
6hza,9.3,2019
1uwf,6.82,2005
3zpu,8.38,2013
5y12,6.23,2018
4b8y,8.05,2012
5d3n,5.04,2016
3hky,7.1,2010
4llp,4.8,2014
1ai4,2.5,1997
5yhg,6.02,2018
6h29,5.62,2018
2hjb,4.39,2007
3m35,7.22,2010
2vo5,4.89,2008
1sl3,11.85,2004
5bw4,4.17,2016
4cst,8.89,2015
2std,9.85,1999
1uou,7.7,2004
3d9z,8.7,2009
6pg3,3.32,2019
2xj1,7.55,2011
1o5e,5.74,2004
5fbi,2.8,2016
3d8z,3.37,2009
1pxo,8.7,2004
3n9s,5.26,2010
1lhu,8.83,2002
5ipc,4.89,2017
3hkt,5.39,2009
1dif,10.66,1996
2aod,5.66,2006
6b7b,2.89,2017
3sxf,8.6,2012
2ojg,5.64,2007
1lyx,4.54,2003
1njc,5.55,1996
2o0u,5.49,2007
5fls,3.04,2016
2ya8,5.75,2011
5l4j,4.28,2016
6o0p,9.96,2019
2uz9,5.71,2007
3sk2,3.61,2011
1igb,6.4,1996
1qk4,4.21,1999
6cdp,8.79,2018
3pb7,5.74,2011
4e9u,5.82,2012
1aid,4.82,1997
4hdp,7.51,2013
5dq8,4.14,2015
1bhx,6.84,1998
3tb6,5.08,2012
5mxf,3.59,2017
4llk,3.0,2014
1f8c,7.4,2001
5yhe,6.69,2018
6ge7,6.06,2018
1qxl,7.96,2004
2qwe,7.48,1998
4hym,8.22,2013
2uyn,2.7,2007
3el1,9.64,2009
4fs4,6.57,2012
3fuc,9.72,2009
6css,7.6,2018
4riu,7.3,2015
5vr8,6.87,2017
4g0p,3.01,2012
3hit,8.19,2009
3d1x,8.66,2008
6equ,6.38,2017
5egu,5.85,2016
2v2h,3.77,2008
3cz1,7.26,2009
1k1n,6.82,2001
1q91,4.15,2004
1ydd,7.07,1995
3u8l,8.05,2011
6i64,7.31,2019
5upj,7.12,1997
6ayi,6.68,2017
5exw,6.82,2016
3rbu,9.43,2012
3ebh,6.32,2009
3lxk,9.8,2010
6hzb,8.98,2019
4mhy,6.47,2014
3qfy,6.12,2011
3jdw,3.6,1998
3f80,4.22,2008
6st0,5.13,2019
2ylc,7.89,2011
5gmh,6.31,2016
4uc5,5.48,2015
1zc9,3.22,2006
4ual,8.4,2014
3aho,7.05,2010
4xo8,8.96,2016
1g2o,10.55,2001
4r0a,4.26,2015
5tuo,6.49,2017
1k6p,7.36,2002
5vb7,6.72,2017
4io2,6.7,2013
4agc,10.7,2012
3b2q,4.55,2008
3n1c,5.22,2010
3p58,7.6,2011
3aaq,3.3,2010
3n2p,7.82,2011
6i67,6.7,2019
3hmp,5.49,2010
6mh7,5.74,2019
5mge,4.06,2017
1o2o,6.36,2003
1sdt,9.27,2004
4l4v,5.78,2013
3wtm,7.0,2015
4gqp,9.6,2013
6udt,10.0,2019
3nu6,9.3,2010
6hpw,6.09,2018
5w44,6.44,2018
5dit,6.15,2015
6g3v,6.04,2018
3n2v,7.51,2010
3oil,5.68,2011
3s6t,7.35,2012
2p4j,8.96,2007
2fzk,3.6,2006
4axd,4.43,2012
6ei5,7.42,2018
4gfo,6.62,2013
5nkc,7.72,2017
3f78,3.1,2009
4f9y,6.74,2013
4knn,7.78,2013
2r2m,7.33,2008
6qr9,6.72,2019
3ljg,7.73,2010
6ndl,7.19,2019
6ht1,7.11,2018
2x95,4.95,2010
4clj,9.15,2014
2f7o,7.44,2006
5th4,2.85,2017
6jdl,4.89,2019
5vd2,7.1,2017
3huc,5.99,2010
3e6y,5.6,2009
6upj,6.32,1997
2wlz,4.6,2010
5ldm,3.86,2017
3jzh,3.4,2009
4zx4,7.11,2016
1uj5,3.05,2004
5l8a,4.91,2017
6qr3,6.44,2019
1uvt,7.64,1997
5xo7,6.36,2018
3fjg,3.73,2009
2xn5,6.69,2011
3tvc,7.74,2012
6ugp,6.16,2019
2wvz,4.02,2009
4etz,6.3,2012
5ndf,5.85,2017
4des,5.85,2012
2baj,8.4,2005
1fzq,7.62,2000
6ma2,5.39,2018
1ndw,5.23,2003
1gi4,7.19,2002
4h3f,9.0,2012
2ya7,3.14,2011
1c3x,3.68,1999
3l4u,7.52,2010
1b4h,5.46,1998
2o4l,9.22,2006
1trd,5.4,1993
3t3u,8.6,2012
6f90,6.0,2018
3nu9,9.05,2010
1koj,6.7,2002
2vl4,6.01,2008
6im4,7.4,2019
6ekq,5.46,2018
4hfp,7.38,2013
5qa8,3.77,2018
4pb2,4.8,2014
2ovv,7.92,2007
3r24,5.25,2011
1hdq,5.82,2001
4ljh,4.71,2013
6t1o,5.59,2019
2bvs,4.1,2006
5wlo,10.82,2017
1utn,3.49,2004
1v16,3.87,2004
6cdo,8.97,2018
2wgj,8.7,2009
1ro6,6.46,2004
4fsl,7.7,2012
4a4w,7.72,2012
5cqt,6.91,2016
3lq2,5.22,2010
3d1y,8.22,2008
2vmd,3.02,2008
3w07,3.38,2013
1ols,5.82,2003
1h4w,4.66,2002
1ec3,9.04,2002
2wor,3.9,2009
4qf7,8.6,2014
5mby,3.51,2017
4lko,8.22,2013
6np3,6.47,2019
2bpv,7.67,1999
2vwo,7.51,2009
1e3g,9.0,2001
6pga,4.54,2019
1duv,11.8,2000
2j7g,7.0,2006
2qi0,7.38,2008
1bdq,6.34,1998
3uw4,7.77,2012
5y94,6.79,2018
1hi3,4.19,2001
3k5x,6.41,2010
5u4b,5.74,2017
2pk5,10.7,2007
4gue,5.24,2013
5n93,8.66,2017
3qbc,4.97,2012
1ghw,4.2,2002
3ebi,7.1,2009
5nlk,7.46,2018
5ny3,7.47,2018
5fhm,5.09,2016
2hzy,7.39,2006
3n8k,4.05,2010
1loq,3.7,2002
4qb3,5.47,2015
4xu1,9.49,2015
1bq4,5.22,1998
2wr8,5.44,2009
1g74,6.52,2003
3evd,6.91,2009
6r18,4.92,2019
2vvc,8.52,2009
4leq,6.54,2014
2gst,6.07,1993
3s77,7.21,2011
4gbd,11.32,2013
4rn4,6.94,2015
2hah,8.0,2007
3iog,5.52,2010
2r5p,8.48,2007
3hll,8.24,2009
2xjx,9.15,2010
1hsh,9.42,1996
2p3c,7.62,2007
5f60,7.37,2017
2xyt,6.29,2011
4euo,5.05,2012
1f74,3.05,2000
1v11,3.98,2004
4mnp,7.34,2014
5yas,3.26,1999
4k0o,3.0,2013
4iif,5.18,2013
1pzp,3.31,2004
2d1o,7.7,2006
1v7a,8.01,2004
1pz5,5.4,2003
4gu6,7.36,2013
5sz7,9.7,2016
2ogy,4.48,2007
6dj1,10.51,2018
4alx,7.28,2012
2r0h,3.51,2008
5c3p,4.46,2015
1sbg,7.74,1994
2rkg,8.09,2008
3d83,8.36,2008
3p8z,6.09,2010
4djy,8.27,2012
4az6,9.1,2013
6cvf,6.35,2018
1zfq,7.52,2006
1lbf,7.85,2002
4n07,6.46,2013
2avs,7.57,2006
4r76,7.85,2014
5y8y,7.09,2018
6n0j,5.37,2019
3bft,6.49,2008
5otz,5.19,2018
6mxc,5.56,2019
4cfl,5.88,2014
3b4f,8.14,2008
4fm8,5.97,2012
1g1d,9.44,2000
6ssy,3.19,2019
4eoh,4.3,2012
5d3c,10.4,2016
3f1a,7.21,2008
2izl,6.0,1998
4ca8,6.68,2013
1c84,5.0,2000
2rkm,3.9,1997
6eya,7.48,2018
1l83,3.4,1993
1f4x,5.59,2000
4xir,6.94,2015
5f9b,4.26,2016
2evl,6.7,2006
4fev,5.42,2012
5nk8,6.64,2017
6d9s,5.96,2019
1b2h,4.54,1998
5oh3,3.87,2018
3kr4,7.6,2010
3ggu,9.77,2009
5oa2,5.01,2018
2xei,10.62,2010
4ovg,3.69,2014
5nap,7.95,2018
5n9r,5.59,2017
2usn,6.51,1998
4ql1,7.03,2014
5orj,4.77,2018
1oyq,6.96,2003
2xc0,6.72,2010
5ehr,7.14,2016
5os2,2.74,2017
1b58,6.59,1999
4rhx,5.8,2015
1e6q,3.15,2001
3k02,5.0,2010
6o48,7.12,2019
6fsy,6.61,2018
4aq6,4.8,2013
4dff,7.46,2012
3ozp,6.62,2011
2xyf,8.44,2011
3k99,7.22,2010
2vwm,7.03,2009
5mz8,2.31,2017
4hws,9.1,2013
5i88,6.6,2016
2e92,6.89,2007
2zdl,6.4,2008
4bqs,4.21,2013
6pu3,5.23,2019
1xh5,5.47,2005
3sut,7.85,2012
5tuz,7.4,2017
1t5f,4.22,2005
3fvn,6.77,2010
1g7v,6.4,2001
2ctc,3.89,1994
2cer,9.22,2006
5er4,2.76,2016
3gs6,6.59,2009
4y3j,2.17,2016
6eq1,4.61,2018
4azg,7.1,2013
4o2b,5.74,2014
5j7w,4.89,2016
3b26,6.64,2011
4gr8,7.83,2013
4k3h,6.85,2013
1qji,4.85,2000
4o3c,2.59,2014
3cj5,6.34,2008
1tq4,6.19,2004
4ovh,4.85,2014
1gi7,4.51,2002
3upv,5.3,2012
5cau,8.8,2015
2pq9,8.11,2008
3n4b,7.02,2011
3s73,8.7,2011
2cht,5.52,1994
6jb4,5.98,2019
1z4o,4.52,2005
5hrw,5.48,2016
4re4,6.87,2015
3ouj,6.05,2010
5sz3,8.6,2016
6g2c,4.66,2019
2r1y,4.51,2008
6dif,10.72,2018
5yfs,4.86,2018
1qbu,10.24,1997
1swr,6.92,1999
4ncn,5.67,2014
2j79,5.96,2006
5n1r,7.95,2017
4ayp,6.12,2013
1jmf,5.77,1998
2xeg,10.7,2010
4ejl,5.14,2013
3egt,8.9,2009
4v27,6.66,2014
6ep4,5.35,2017
3s2v,6.8,2011
5u11,5.35,2017
4gql,9.59,2013
3ckp,6.35,2008
3ryz,8.62,2011
3b3x,3.6,2007
4m2w,7.28,2013
2yek,7.21,2011
3g2y,2.0,2009
5wex,7.18,2017
5lwd,6.24,2016
6pg4,3.59,2019
4gah,6.1,2012
2uy5,5.49,2007
4v24,8.37,2014
5nw7,5.77,2018
6olx,5.38,2019
4u5s,2.41,2015
4elg,8.16,2013
3th9,7.7,2011
2p7z,6.58,2008
6bs4,5.55,2019
4kiu,3.85,2014
1fkg,8.0,1994
5vcv,6.82,2017
5wuk,7.85,2017
6h77,7.33,2018
6eqv,6.62,2018
5l7h,7.3,2016
6e23,10.0,2019
2xib,7.26,2010
6g5l,7.62,2019
2fqo,6.43,2006
3vha,7.4,2012
3hub,8.09,2010
4r59,7.96,2014
5g5f,5.28,2017
2wej,6.08,2009
5jsj,5.4,2017
4b35,2.89,2013
4b6s,6.01,2012
6ouv,5.55,2019
3n3g,7.24,2010
5exn,7.64,2016
6dh2,10.89,2018
4dy6,4.4,2012
4b3b,3.6,2013
3b7i,5.82,2007
4eu0,6.4,2012
4unp,3.23,2015
5os4,2.78,2017
1swg,7.36,1998
4f39,5.7,2012
2i4d,11.68,2007
1nfu,7.74,2003
5g17,6.7,2017
3t0d,2.37,2012
4b6p,7.13,2012
4iuo,3.64,2013
4tmk,7.7,1998
5ioz,4.96,2017
5jvi,6.51,2016
4j7d,4.7,2013
5u0g,4.58,2017
6qmk,7.46,2019
1pro,11.3,1996
4mrg,2.96,2014
4zw5,4.43,2016
5ahw,5.17,2015
2zxd,5.22,2009
2vfk,3.71,2008
3d52,3.28,2008
1o33,5.74,2003
1mu6,8.38,2004
3kdc,9.28,2010
6j1l,6.42,2019
4oiv,5.08,2015
4mrz,3.52,2014
4nuc,6.04,2014
6g2m,7.82,2018
1m2r,6.46,2003
2qwc,3.55,1998
1uwt,5.97,2004
3kdb,9.85,2010
2p16,10.1,2007
3pwd,6.66,2011
2v3u,3.0,2007
2rcb,6.79,2008
5ldp,4.17,2017
3mhc,7.96,2010
1nw5,5.21,2003
3lmk,5.94,2010
4ezz,5.19,2013
4css,8.46,2015
4ynl,4.62,2015
2web,5.12,1998
4q87,4.85,2015
6dai,4.07,2018
1yei,7.46,1999
1d9i,9.11,2000
6g98,6.15,2018
3hfb,7.52,2010
6fnq,4.59,2018
2p2a,6.12,2007
3exh,4.88,2008
5zyl,7.06,2019
5n31,5.79,2017
6hmg,4.94,2018
2pvh,6.59,2008
1nhz,6.08,2003
1fcy,8.52,2000
4mjp,3.88,2013
1hvi,10.92,1994
6b4u,7.68,2017
2vpo,5.42,2008
5nea,10.3,2017
3ap4,3.92,2011
4e7r,7.7,2012
1hwr,8.33,1999
6hax,7.59,2019
2erz,5.66,2005
6np2,6.8,2019
5dey,8.43,2016
5u0d,4.54,2017
4eo6,8.7,2012
4k55,5.51,2013
2oax,8.65,2007
5owl,5.92,2018
5wxh,6.15,2017
5u0z,6.19,2017
3o7u,7.28,2011
6gg4,3.69,2018
4n7u,6.29,2014
2weq,5.9,2009
5fdi,7.73,2016
3ip8,2.28,2009
1g45,8.64,2000
3t09,3.8,2012
1m83,3.4,2002
5kax,6.11,2016
1o86,9.57,2003
3dnd,4.8,2009
5ttw,5.96,2017
5zae,6.81,2018
3f8c,7.68,2008
6udi,10.0,2019
2r0z,5.47,2007
5orw,3.1,2017
3d50,4.77,2008
4mss,6.4,2013
3zdh,7.35,2013
5om3,4.1,2018
4z84,5.82,2015
4ap7,7.96,2012
2y8c,6.4,2012
3cct,7.56,2008
1yet,5.92,1998
4n6g,5.47,2014
5orv,2.89,2017
4avi,7.63,2012
6qqu,5.3,2019
4f3k,10.16,2013
3cj2,4.85,2008
4ua8,6.26,2014
6u8b,6.37,2019
4gq4,7.66,2012
3zns,7.41,2013
4gzx,3.19,2012
5o2d,5.68,2017
1qy2,5.74,2004
6f9v,6.76,2018
4ly1,7.26,2013
3usx,5.02,2012
4bcp,6.25,2013
6hke,7.68,2018
3iod,4.1,2009
2fzg,3.38,2006
1d4p,6.3,1999
2tmn,5.89,1989
3igp,7.02,2010
6b98,4.65,2017
1if7,10.52,2001
4x5y,8.03,2015
1h5v,3.93,2002
4cp7,8.11,2014
3wzn,7.0,2015
4g95,7.61,2014
4b5s,3.49,2012
6dy7,4.18,2019
3eeb,5.89,2008
4q19,8.05,2014
4ujb,8.0,2016
5yft,5.0,2018
2xye,8.34,2011
4att,6.98,2013
4wop,4.76,2015
4zw8,5.96,2016
5kqx,8.44,2016
1v2s,4.17,2004
1a4k,8.0,1998
2vba,4.6,2007
4fp1,4.57,2013
3arw,6.15,2011
4wn5,7.41,2015
4u54,2.06,2015
3f7h,7.09,2009
5e3a,5.44,2016
2wl0,7.8,2009
5lvr,3.6,2016
4ipj,4.87,2013
3buh,3.66,2008
6p84,4.81,2019
3kgq,2.3,2010
3ijh,4.0,2009
3pfp,6.44,2011
2rio,4.69,2008
1g85,5.48,2002
2o8h,7.6,2007
4k3n,7.96,2013
4b6r,5.85,2012
6g2l,7.17,2018
1b0h,6.7,1998
5g2g,6.05,2016
3oy8,3.66,2010
5dgu,11.35,2015
4m8e,7.89,2014
6dq4,4.92,2018
1nfy,8.89,2003
3g1v,3.19,2009
2w8w,2.12,2009
3pb9,6.58,2011
1qkb,7.35,1999
5ov8,4.74,2018
1jqy,4.92,2002
4ehz,8.0,2012
6nwk,7.7,2019
4fzj,3.15,2013
4b0b,3.33,2012
6h34,9.3,2018
5wp5,5.34,2017
4l51,3.0,2013
5lz7,6.28,2016
2pvu,6.31,2008
4xty,9.21,2015
2cen,8.3,2007
1om1,6.77,2004
5tkk,8.28,2018
1j36,7.74,2003
6of5,5.35,2019
3rdq,9.31,2011
1bn4,9.31,1999
4p5z,7.41,2014
6eis,6.6,2018
5nw0,6.52,2017
3ejp,8.55,2009
3rlq,7.4,2011
4p3h,6.0,2014
6gw4,5.92,2018
2wec,3.96,1998
6pvw,6.32,2019
3t2w,7.46,2012
6n3v,5.61,2019
1g7f,5.47,2001
2pk6,10.89,2007
6jap,4.8,2019
1ec1,8.92,2002
6dd0,5.48,2019
3wha,9.32,2014
3mf5,5.36,2010
5evk,4.92,2016
6d5e,6.85,2018
6dz0,9.03,2019
4mc6,9.59,2014
2nmz,8.37,2007
5ia2,7.72,2016
1ws4,3.0,2005
1rql,2.75,2004
6e9a,11.92,2018
3nkk,4.7,2010
4nyf,7.31,2014
6h38,8.11,2018
5za9,6.74,2018
2p4s,9.51,2008
5u12,5.07,2017
2i80,5.4,2006
5ot9,4.07,2017
6rnt,2.37,1993
5e8f,8.64,2015
6e7u,6.92,2019
4sga,7.3,1991
4i71,7.74,2013
2y5f,8.7,2011
5j27,6.74,2017
6q3z,7.36,2019
5v82,10.15,2017
3bgc,5.02,2008
4a6l,8.0,2012
3eft,7.92,2009
2r3t,5.85,2008
1nwl,2.39,2003
4aia,3.66,2012
6mle,9.0,2019
5am7,7.19,2015
4i9u,3.86,2013
5eis,5.74,2016
1xka,6.88,1999
1bnq,9.49,1999
3vf7,9.1,2012
3nhi,8.43,2010
4poh,8.0,2014
3pce,2.0,1998
2vvv,8.22,2009
1usn,7.74,1998
3bpc,4.8,2009
1zgi,5.34,2005
2qi3,10.2,2008
4jym,5.04,2013
5j8m,6.8,2017
1fiv,6.59,1995
5vd3,5.55,2017
1oba,2.44,2003
4u0w,3.0,2015
3ryx,8.14,2011
3p3s,7.59,2011
4wk1,5.89,2014
4lzr,4.7,2014
2bak,7.43,2005
5nwe,4.88,2018
3wz7,5.74,2015
6j3p,6.98,2019
5edd,5.24,2016
2yme,7.66,2012
1n51,4.85,2003
4r4i,6.27,2014
4kn1,6.84,2013
2z94,5.85,2007
4ks1,8.82,2013
5ep7,5.4,2016
3oku,6.36,2011
3hig,7.89,2009
2d0k,5.02,2006
2psv,7.24,2007
3rlb,9.92,2011
2isw,7.43,2006
3myq,7.52,2011
6gji,3.87,2018
2zwz,7.79,2009
3ove,6.57,2011
2d3u,6.92,2006
1lgt,6.1,2002
1ebz,9.4,2002
6mlp,3.7,2019
6g38,6.62,2018
1w7g,5.1,2006
6h2t,4.82,2018
6m8q,6.43,2019
4ucc,4.32,2015
2x96,4.03,2010
2wnj,6.48,2009
5boj,7.0,2015
2yb0,3.85,2011
5e13,4.24,2015
4bps,2.99,2013
4b5d,7.89,2012
2ygf,5.09,2011
6fmc,5.88,2018
6eq8,8.0,2018
3bbb,7.0,2008
3d4y,5.7,2008
6eyb,5.37,2018
3kv2,7.32,2009
4zvi,6.33,2015
6fuj,4.3,2018
6oqb,10.3,2019
4np2,2.26,2014
5ia3,7.34,2016
3a9i,4.15,2009
6fs1,7.01,2018
4gzp,7.84,2012
4c2v,9.0,2014
5ka7,4.35,2017
6e4a,7.36,2018
5xsr,7.69,2018
6otg,7.5,2019
5ufc,5.16,2017
5o1f,4.52,2018
4o0b,8.3,2014
4bah,8.7,2013
2gv6,7.34,2006
6o0m,9.34,2019
6pg7,4.66,2019
1u1w,5.85,2004
3cm2,6.47,2008
1fki,7.0,1994
4elh,8.09,2013
4dmw,4.94,2012
4j47,4.92,2013
3zm9,7.42,2013
5ia1,6.28,2016
2ha6,4.32,2006
4kz4,4.15,2014
4i7p,3.5,2013
1k1j,7.55,2001
4zip,9.68,2015
5f25,5.04,2016
6i61,6.24,2019
1mmq,7.52,1996
6f1n,6.26,2018
5nxg,8.55,2018
6g9i,3.93,2018
2oag,8.47,2007
5bwc,7.21,2015
4x8v,6.89,2015
5we9,7.22,2017
6r1d,5.4,2019
5a6k,5.95,2015
1ew9,3.22,2002
6guc,7.6,2018
4lk7,5.04,2013
2oi2,6.3,2007
4azi,7.45,2013
3d6p,3.75,2009
6d16,5.08,2019
1jys,3.52,2002
5ie1,6.85,2016
4abe,3.4,2012
6chp,10.12,2018
3hl8,4.49,2010
5kr1,9.49,2016
5fs5,6.69,2016
1d6v,6.17,2000
5kad,4.43,2017
4xiq,7.07,2015
3t01,4.48,2011
456c,9.77,1999
4cmo,9.07,2014
1c5n,4.7,2000
4psb,4.64,2014
1d4h,10.0,2002
6dh7,9.88,2018
1cbx,6.35,1994
2rkd,2.72,2008
6ggf,5.39,2019
2xjj,6.51,2010
3lzz,3.84,2010
1qb6,6.06,2000
1yp9,5.11,2006
6d1i,4.09,2019
5hbs,7.73,2016
3ozj,5.11,2011
4ymq,5.8,2015
1mtr,8.4,1996
1hsl,7.19,1994
5org,8.4,2017
4x24,9.78,2015
4kwf,4.82,2014
1yds,5.92,1997
5anv,9.3,2016
3g0e,7.7,2009
3hvi,8.3,2009
2xyd,6.82,2011
1bm7,7.52,1998
4bam,8.94,2013
6dyz,9.2,2019
6s57,5.1,2019
6g25,3.52,2019
4djp,10.55,2012
4u6c,5.0,2015
2o4k,10.46,2006
4pp5,7.74,2014
4zji,6.47,2015
3mmf,7.43,2011
5llc,9.52,2017
4j48,5.62,2013
1wur,6.66,2005
1fzm,7.7,2001
3uug,4.51,2012
3dc3,8.31,2009
1f0r,7.66,2000
3pcg,2.3,1998
1ajq,4.31,1997
1usi,6.74,2003
2bes,4.24,2004
6evn,4.71,2018
5nvw,6.77,2017
6eir,6.24,2018
3suw,4.7,2012
3bgb,6.05,2008
5dus,5.53,2016
2aoc,4.89,2006
2qi7,10.21,2008
2py4,6.7,2007
4bi7,4.58,2013
4rwj,8.7,2015
1ppc,6.16,1994
1li2,4.04,2002
6d15,4.48,2019
5ulp,4.61,2017
3v2n,6.1,2013
3rv8,4.92,2012
3bzf,4.52,2008
3zqe,4.23,2011
4nj9,6.97,2014
4zwx,8.7,2015
5e7n,6.09,2016
2i2c,4.7,2007
1r9l,5.4,2004
3gm0,7.77,2009
1gfy,5.08,2000
4xip,6.63,2015
4lrr,5.22,2013
6qqq,5.17,2019
4ruz,7.64,2015
5o9o,4.89,2018
1s19,9.51,2004
6ayr,8.39,2018
1ciz,7.44,1999
5dkn,3.69,2016
1o0n,4.09,2003
1os0,6.03,2003
2rkf,9.08,2008
3zln,8.47,2013
3tfn,6.57,2012
6e22,8.89,2019
3g32,3.71,2009
3f7i,7.34,2009
5zc5,7.06,2018
3zlr,9.26,2013
4hwp,7.76,2013
3m5e,7.37,2010
1g36,7.17,2001
6f05,4.47,2018
2j47,5.41,2006
3own,7.47,2010
1rbp,6.72,1991
3t64,6.7,2012
1utj,3.84,2004
5jfu,8.07,2016
6q60,5.71,2019
1hi5,4.04,2001
4owv,4.35,2014
2vw2,3.3,2008
2xxt,8.05,2011
3p3r,7.25,2011
3t60,6.7,2012
5h9r,6.08,2016
4bks,3.82,2013
4j7e,4.85,2013
5htz,8.62,2016
2zdn,6.25,2008
4m3p,5.4,2014
5ha1,7.19,2016
4io3,6.06,2013
1xk5,6.0,2005
4ytc,7.89,2015
1b38,6.6,1998
5j6a,7.77,2017
4f9u,6.03,2012
1jao,5.92,1996
2fdp,7.59,2006
4aci,2.22,2012
1gvw,6.96,2002
4elf,8.03,2013
5fol,3.67,2016
1w96,8.41,2005
3ljo,6.62,2010
2vk2,6.89,2009
1lbk,3.18,2002
1e2k,4.94,2000
6g37,7.37,2018
6std,8.64,1999
4zbf,7.13,2015
4b73,7.21,2012
4z2b,7.76,2015
4ffs,10.44,2012
1t32,7.42,2005
4ido,4.93,2013
1m2p,6.11,2003
3t85,7.95,2011
1sqt,6.2,2004
1dar,4.96,1996
4kz3,2.77,2014
6o0o,7.44,2019
5aut,5.17,2015
3i51,7.7,2010
3lpk,9.1,2010
4k9y,6.95,2013
4yha,6.65,2015
6ced,5.82,2018
3mof,3.07,2010
6ftp,5.82,2018
4loh,6.96,2013
5htl,6.3,2016
5laq,9.2,2018
2amt,4.44,2006
5l7g,7.8,2016
1d4j,8.36,2002
6eq2,5.89,2018
5csp,4.24,2016
5n6s,8.09,2017
6n95,5.12,2019
1met,9.4,1998
4c6u,4.59,2013
1n5r,5.66,2003
2v2c,3.41,2008
4abd,4.4,2012
3bu1,8.15,2008
3hu3,6.89,2010
5tbm,7.31,2016
1bcd,8.7,1993
2zq0,6.82,2008
3zps,8.3,2013
2vjx,4.96,2008
4z0k,6.34,2015
6eux,5.92,2017
3ivc,4.12,2009
3s5y,7.41,2012
5oqu,3.61,2018
3qto,4.13,2012
6g2o,6.77,2019
5l4m,5.34,2016
2uwp,6.81,2007
5ant,6.36,2016
1a69,5.3,1998
1e1x,5.89,2001
1f3e,6.7,2000
2y5g,6.84,2011
6euc,3.77,2018
1w0z,7.68,2008
5fl4,7.0,2015
1mh5,9.21,2003
6gj8,5.87,2019
3fuz,6.54,2010
4wov,7.14,2015
3bl1,5.6,2008
1df8,9.7,2000
5mes,6.47,2017
6ior,4.31,2019
4itp,7.27,2014
3nox,8.66,2010
1o5g,4.96,2004
4rsk,4.32,1998
1ppm,5.8,1993
6b7a,4.49,2017
5hbn,4.89,2016
5ovr,4.57,2017
1xr9,7.15,2005
3spf,3.86,2012
5ceq,7.38,2015
5zhl,6.72,2019
3n3j,8.48,2011
3fee,6.64,2009
1w5w,8.8,2004
5l9g,7.7,2016
2uy0,6.92,2008
5ime,8.34,2016
4n5d,3.22,2013
