pdbid,-logKd/Ki,release_year
3bxg,4.96,2008
5z5f,2.17,2018
2jh5,6.44,2007
1zsf,9.92,2006
1f8d,3.4,2001
2uy0,6.92,2008
5ha1,7.19,2016
3ekw,7.96,2009
3bqc,5.73,2008
4u5o,2.42,2015
6nu1,4.51,2019
2ce9,6.03,2006
2a14,5.7,2005
4zzd,6.6,2015
1j14,4.49,2002
1cgl,6.87,1995
5oot,7.55,2017
2w5g,6.07,2009
3q6w,7.57,2011
1ws4,3.0,2005
6rot,6.32,2019
6r1a,4.35,2019
5k03,4.74,2016
1yvm,6.4,2005
5lvd,2.62,2017
5wqc,8.96,2017
3ekt,10.59,2009
1kav,5.82,2002
5eyr,5.3,2016
1f57,5.64,2000
6eeo,6.43,2018
1hxw,10.82,1998
5epn,8.66,2016
5etb,4.54,2016
6qau,7.48,2019
3c4h,5.7,2008
4rfr,6.54,2016
6dgr,4.91,2019
2gyi,7.0,1995
4fm8,5.97,2012
5c2o,4.55,2016
5oaj,6.56,2018
3su1,6.68,2012
2aj8,6.2,2006
2q55,8.69,2007
3nht,7.01,2010
5fsn,5.77,2016
1v16,3.87,2004
5bw4,4.17,2016
3hww,7.12,2009
1hvh,7.96,1998
1ghv,4.35,2002
4css,8.46,2015
6p89,5.01,2019
4xmr,4.07,2015
1fcz,9.22,2000
4eu0,6.4,2012
3m6r,7.49,2011
1no6,4.41,2003
4u70,5.02,2015
6fuj,4.3,2018
5vgy,4.18,2017
4z2b,7.76,2015
2q7q,5.3,2007
3wz6,5.96,2015
2d3z,6.64,2006
4rd6,6.28,2015
1wht,3.7,1994
4oma,4.17,2014
4h3f,9.0,2012
4m8h,7.6,2014
4ahs,2.19,2012
1h1s,8.22,2002
1utn,3.49,2004
3mhm,7.0,2010
4btk,6.62,2013
3egt,8.9,2009
4z07,7.99,2016
3suf,7.56,2012
6edr,4.55,2018
4bcp,6.25,2013
5mnr,5.46,2017
4o0x,7.17,2014
4tun,5.41,2014
4ngp,7.96,2014
4kwf,4.82,2014
2bvd,6.0,2005
6eq3,6.15,2018
4erf,9.4,2012
4fk6,9.7,2012
4tqn,6.11,2015
1if7,10.52,2001
4fl1,3.28,2012
6gue,8.4,2018
3u81,4.44,2012
2bfr,5.25,2004
2ygf,5.09,2011
5evz,6.57,2016
6g5l,7.62,2019
3djp,4.2,2009
4ddm,2.46,2013
2xda,6.22,2010
5kqy,9.29,2016
6hh3,6.24,2018
5a6k,5.95,2015
2oi2,6.3,2007
1lkl,5.81,1996
4b34,3.14,2013
4u6c,5.0,2015
1nvr,8.11,2003
3ebi,7.1,2009
1n5r,5.66,2003
6n7a,8.37,2019
4f9y,6.74,2013
2y82,8.4,2011
3ttp,9.12,2012
6h5x,10.82,2018
6np5,4.57,2019
3zq9,6.02,2011
3t85,7.95,2011
5nzf,4.03,2018
6jam,5.23,2019
3ujd,4.69,2011
4v27,6.66,2014
4y0a,2.31,2015
4zme,4.3,2015
3lxe,6.6,2010
4baq,9.01,2013
1c5t,4.1,2000
3s76,5.05,2011
4l9i,4.89,2014
2v25,5.72,2007
1f4g,6.48,2000
4ejl,5.14,2013
4z1e,8.24,2015
2pqz,5.67,2008
2v77,5.06,2008
3sio,8.0,2011
3f18,7.4,2008
4cwt,6.75,2014
6qlq,4.51,2019
6qlu,4.64,2019
4rhx,5.8,2015
5cst,6.96,2015
1lbk,3.18,2002
1mjj,8.74,2003
6h34,9.3,2018
4do5,5.83,2012
6olx,5.38,2019
5fcz,4.2,2016
4q4s,6.95,2014
5fe9,4.68,2016
4qfl,5.11,2015
5g1a,6.57,2017
2byr,8.55,2005
5ftg,6.15,2016
3gt9,3.96,2010
6i66,6.74,2019
1gvw,6.96,2002
2r9x,4.85,2008
3q44,6.31,2011
1m7i,5.4,2003
4cjr,3.1,2014
4b0b,3.33,2012
5uez,6.01,2017
6oe0,8.92,2019
3d83,8.36,2008
2b1i,6.82,2006
1dzk,6.1,2000
5mgf,4.27,2017
6n78,9.68,2019
4zba,5.51,2015
2qbs,6.68,2008
1nfu,7.74,2003
5nzn,3.66,2018
4cg9,6.21,2014
1fm9,9.0,2001
6mnc,5.8,2019
5ko1,6.64,2016
1g1d,9.44,2000
3ibu,9.15,2009
1o33,5.74,2003
5n84,7.96,2017
5vh0,4.52,2018
3el4,7.17,2009
6e23,10.0,2019
3w07,3.38,2013
3ru1,4.85,2011
2v95,8.3,2007
2r3w,6.89,2008
2qtt,4.32,2008
5mjn,8.54,2017
5vsf,7.03,2017
5upz,9.2,2017
4cu7,7.59,2014
2vc9,8.44,2008
1sdv,8.74,2004
6mh7,5.74,2019
2fxv,5.35,2006
2cgf,6.41,2006
5t8p,5.89,2017
4mrw,3.3,2014
6hq7,6.11,2019
4leq,6.54,2014
3c2r,3.11,2008
1g7q,6.06,2002
5nk7,6.33,2017
1m0o,2.31,2002
2zym,6.14,2009
3s0e,6.55,2011
1msn,9.09,2003
4b5w,3.33,2012
1b5j,7.43,1999
2r43,6.0,2008
4bcm,6.91,2013
5n18,5.68,2017
1fcy,8.52,2000
4mc2,8.19,2014
5os8,3.98,2018
4ibg,3.97,2014
4cjp,3.32,2014
4knj,7.95,2013
2ayr,9.29,2005
4j7d,4.7,2013
2jg0,7.82,2007
5exw,6.82,2016
3cda,7.58,2008
4m2r,8.49,2013
3dri,4.42,2009
6d17,4.82,2019
3s77,7.21,2011
6dyy,10.55,2019
1f4x,5.59,2000
6oqb,10.3,2019
5vyy,6.21,2018
4f3k,10.16,2013
1bzy,8.34,1999
5dqe,3.63,2015
5w44,6.44,2018
3zdh,7.35,2013
3p8n,9.28,2011
4qj0,7.32,2015
3lir,6.92,2010
3rlp,7.08,2011
6ne5,10.52,2019
6g9x,3.92,2019
2nn7,6.52,2007
5eh7,3.48,2016
5drr,11.46,2016
3d0e,8.4,2008
1vzq,7.44,2005
2oxx,6.7,2007
3u10,5.44,2011
2zx7,10.49,2009
2vwm,7.03,2009
5f2u,8.43,2016
2wky,8.59,2009
2fqy,6.57,2006
3lmk,5.94,2010
1dy4,4.36,2000
2jgs,6.62,2008
4b2l,3.24,2013
1uwt,5.97,2004
5jq5,5.63,2017
3zk6,6.34,2013
6f28,5.67,2018
4ucc,4.32,2015
1pzp,3.31,2004
1if8,9.64,2001
6dif,10.72,2018
4djp,10.55,2012
4u54,2.06,2015
1k1y,3.22,2003
6eeb,5.3,2019
2h6t,7.22,2007
1v2o,4.73,2004
5qqp,8.28,2019
4azg,7.1,2013
3su0,6.79,2012
6idg,6.66,2019
6ftz,3.0,2018
4d7b,7.68,2016
4xu1,9.49,2015
3vfb,9.04,2012
2x96,4.03,2010
1g85,5.48,2002
6dyu,10.26,2019
6e7j,9.48,2018
3i7e,10.85,2009
3rm4,5.77,2011
4cps,8.27,2014
4pp0,4.4,2014
4nwc,5.76,2014
6t1l,4.77,2019
3ejp,8.55,2009
3uz5,7.22,2012
5nbw,8.59,2017
4abh,4.15,2012
2p95,9.37,2007
5hrv,5.29,2016
1fkf,9.4,1991
6hni,4.03,2019
1fh7,5.24,2000
6maj,7.47,2019
3b4f,8.14,2008
4zls,9.09,2015
5xg5,3.48,2017
3hzv,6.52,2010
2wzf,7.0,2009
3ivc,4.12,2009
6fnj,6.85,2018
3nsn,7.19,2010
4xoc,8.52,2016
1yp9,5.11,2006
1uv6,5.12,2004
5h5f,4.43,2017
5t7s,4.1,2017
1b9j,5.96,1999
4b9k,6.17,2012
6hrq,7.09,2018
2usn,6.51,1998
5om2,4.06,2018
6d18,5.85,2019
4dju,5.44,2012
4agm,3.98,2012
5e2o,8.7,2015
2pvm,6.44,2008
6epy,6.46,2018
3r4m,5.92,2011
3wtl,7.04,2015
4ht2,6.54,2013
4da5,6.44,2013
5cp9,3.51,2015
4der,6.31,2012
4uoh,4.77,2014
1k1o,6.17,2001
4v24,8.37,2014
3djk,10.59,2008
3ebo,4.72,2009
3iss,6.05,2009
2aod,5.66,2006
3vx3,7.82,2013
3aid,6.86,1997
5eng,5.85,2016
3o9p,6.52,2011
5yyf,6.48,2018
1pdz,3.7,1995
3b25,6.07,2011
2bz6,7.09,2006
3t2q,3.66,2012
1lnm,8.7,2003
6ajr,4.31,2019
5n0e,8.44,2017
4re2,4.98,2015
1rr6,10.25,2005
3uu1,5.2,2012
1lvu,5.32,2003
6g36,7.79,2018
2am4,3.72,2006
6p87,4.6,2019
3djx,2.81,2009
1uml,7.52,2004
1lf2,7.52,2002
1met,9.4,1998
5hwu,5.27,2016
1wdn,6.3,1998
3iww,7.96,2009
2y8c,6.4,2012
5ohy,5.17,2018
5o1f,4.52,2018
3ljo,6.62,2010
6gji,3.87,2018
1a99,5.7,1998
4bs0,5.7,2013
1bv7,10.3,1998
2pqc,5.74,2008
2yix,8.48,2011
5oh7,4.37,2018
3o99,10.82,2011
1gyx,2.48,2002
1q1g,8.57,2004
6o9c,7.55,2019
5om3,4.1,2018
5aut,5.17,2015
6st0,5.13,2019
3f17,8.63,2008
6e5t,6.55,2019
6i65,6.41,2019
5wyx,6.66,2017
2amt,4.44,2006
6p5o,4.54,2019
2p7a,6.1,2008
6gl8,8.61,2018
1cnw,7.72,1995
3lzz,3.84,2010
4ej8,5.39,2013
4zzx,6.9,2015
1qbu,10.24,1997
3ryy,7.42,2011
5vb5,6.46,2017
1tq4,6.19,2004
1w4q,5.26,2005
1ii5,6.62,2001
5sz1,8.92,2016
2gzl,4.82,2006
4uac,6.54,2014
4yk0,3.74,2016
3qtv,4.65,2012
5m25,8.19,2017
3cfn,5.0,2009
1mmq,7.52,1996
4m8y,9.96,2014
4qew,7.07,2014
6e1z,3.82,2019
6prf,8.6,2019
3ejq,8.57,2009
3nb5,7.74,2011
3k8q,11.28,2010
3t1m,3.04,2011
5ia0,6.73,2016
6hm1,6.04,2019
3mhc,7.96,2010
2pvu,6.31,2008
5mz8,2.31,2017
3u90,4.62,2012
5g2g,6.05,2016
4jwk,8.32,2013
5aqz,5.48,2016
6eed,6.09,2018
1e5j,4.0,2001
5u11,5.35,2017
3bl0,6.92,2008
5m04,6.34,2017
3gcp,7.82,2009
1hii,7.28,1995
3arx,5.33,2011
4i8w,10.9,2013
3sug,6.21,2012
2bza,2.8,1999
4u1b,5.31,2015
4idn,5.24,2013
3pb8,5.24,2011
4deu,5.64,2012
2q1q,8.15,2007
3hit,8.19,2009
1fpc,7.0,1995
4ew3,6.74,2013
4q7w,2.64,2015
3uj9,4.63,2011
6e7u,6.92,2019
2clh,4.06,2007
2cex,4.7,2006
5mes,6.47,2017
3ewc,7.7,2009
4qfn,4.12,2015
6cze,4.03,2018
3zc5,7.13,2013
6j9w,5.13,2019
5wcm,4.0,2017
1sv3,4.35,2004
3o5n,4.76,2011
4mnp,7.34,2014
1gno,7.7,1996
5nkh,7.59,2017
5hct,7.6,2016
4gzp,7.84,2012
4j48,5.62,2013
2v3u,3.0,2007
1gai,8.0,1996
5lvl,5.9,2016
6udt,10.0,2019
6q4g,4.3,2019
5nn5,5.47,2017
4hdb,8.05,2013
1d4l,8.77,2000
1hvj,11.4,1994
6g0z,5.32,2018
5eqp,5.4,2016
6nu5,5.15,2019
3hfb,7.52,2010
4lzr,4.7,2014
5e74,4.41,2015
6ex1,7.31,2018
5t9z,7.19,2017
2a5b,3.93,2006
1v0l,7.55,2004
2gkl,5.35,2007
4xip,6.63,2015
5zaf,6.78,2018
1fh8,6.89,2000
2fdp,7.59,2006
4ca7,7.36,2013
3iog,5.52,2010
5tcj,7.38,2017
2qd7,9.1,2008
6gjn,6.22,2018
6dai,4.07,2018
1ik4,7.41,2001
2ovy,8.4,2007
4dkp,5.72,2012
2p09,6.35,2007
1k1n,6.82,2001
1z4o,4.52,2005
3sxf,8.6,2012
5llo,9.4,2017
5nkg,7.68,2017
3su4,6.26,2012
3pck,6.7,1998
1c86,4.7,2000
4lyw,6.63,2014
5ork,3.63,2018
3oil,5.68,2011
4i71,7.74,2013
3f5l,3.72,2009
1j36,7.74,2003
1atr,6.96,1993
1add,6.74,1994
6plf,6.67,2019
1d4k,9.22,2000
1oba,2.44,2003
5txy,5.46,2017
2vpo,5.42,2008
5lny,7.38,2017
6fe1,8.48,2018
2qi6,10.57,2008
2f80,8.18,2006
6mdu,4.25,2019
5n3v,4.34,2017
4ou3,4.41,2014
5ldp,4.17,2017
1ghy,8.1,2002
6dgl,5.52,2019
2cej,8.62,2007
1flr,10.0,1995
1f0u,7.16,2000
2ra6,4.52,2007
4gih,8.32,2013
5hbs,7.73,2016
6gfz,5.51,2018
5u0y,6.08,2017
4zwx,8.7,2015
2j4g,6.6,2007
5iwg,6.46,2016
2zdn,6.25,2008
4zyf,8.64,2015
1gx8,6.37,2002
3lp4,4.88,2010
5sz4,9.7,2016
6jtc,5.07,2019
3qfz,3.24,2011
5lz7,6.28,2016
1ype,8.1,2006
4xaq,7.14,2015
1xka,6.88,1999
5flt,2.89,2016
2yi7,8.32,2012
1q84,11.05,2004
6cvv,4.12,2018
4mul,6.21,2014
1km3,4.91,2002
4iva,7.16,2013
4kni,7.78,2013
3jyr,5.54,2010
3bl1,5.6,2008
1h46,3.57,2003
2rcb,6.79,2008
4ca5,9.39,2013
6o5x,7.66,2019
4rwj,8.7,2015
5xmx,7.24,2018
1b52,7.12,1999
3bvb,5.49,2008
3s45,8.49,2012
6i8y,6.74,2018
4i8x,2.64,2013
5hz9,7.03,2016
6o48,7.12,2019
5j20,9.14,2017
3f7g,7.37,2009
1gnm,6.25,1996
3vh9,6.24,2012
2wuf,4.29,2009
4acc,7.7,2012
5ew0,6.59,2016
1od8,5.1,2003
6phx,3.32,2019
1mq5,9.0,2003
5vij,7.61,2017
4o9w,7.16,2014
1utm,3.01,2004
4u0w,3.0,2015
4ih6,4.74,2013
5lyr,7.89,2017
5otc,4.71,2017
3ozj,5.11,2011
3c2u,2.9,2008
4ago,4.81,2012
1nfy,8.89,2003
1lzq,8.39,2003
4bi6,3.95,2013
5gs9,5.26,2016
1z9y,7.19,2006
4zip,9.68,2015
1x38,8.77,2005
4b6o,7.0,2012
3d78,7.64,2009
1gar,10.0,1995
1fkn,8.8,2000
2r23,3.72,2008
4efk,2.49,2013
5tuz,7.4,2017
4xy8,6.4,2015
5flq,2.97,2016
3r16,7.3,2011
2cf8,8.1,2006
2vmc,2.94,2008
5cjf,9.59,2015
4ks4,7.14,2013
3hcm,3.3,2010
1w4p,4.74,2005
6t1o,5.59,2019
2yaz,5.14,2011
4duh,5.18,2012
2zq2,6.56,2009
4mpn,6.62,2014
4oct,5.05,2014
4lhm,3.39,2014
1kyv,5.92,2002
5neb,7.77,2017
5umx,5.96,2018
6hgs,3.77,2019
4ibd,3.67,2014
2oxd,6.82,2007
6det,8.22,2019
3tt4,8.28,2012
6jag,4.5,2019
1fkh,8.15,1994
2oc2,8.52,2007
5hjq,4.72,2016
2weq,5.9,2009
6ouv,5.55,2019
1m7d,6.23,2003
3kdm,7.0,2010
3e6y,5.6,2009
5wex,7.18,2017
3cf8,4.9,2008
2bfq,6.89,2005
3zdv,5.48,2013
3qxt,5.22,2011
3g0e,7.7,2009
6n9l,6.7,2019
3vbd,8.07,2012
4kwo,6.45,2014
6nxz,5.46,2019
5dit,6.15,2015
4uin,7.62,2015
1k4h,5.11,2002
1uou,7.7,2004
6dj5,8.14,2018
4pnu,4.89,2014
6fhk,7.51,2018
5dbm,6.46,2016
1p57,4.4,2004
3zhx,6.68,2013
2pql,7.28,2007
1pot,5.49,1996
5ito,4.16,2016
1bwb,8.42,1998
5lud,3.61,2017
5edd,5.24,2016
1ypj,7.02,2006
5fut,6.45,2016
3sv2,4.19,2012
6r18,4.92,2019
2qi0,7.38,2008
2e92,6.89,2007
6e4a,7.36,2018
6fs1,7.01,2018
6nyv,6.51,2019
1afl,6.28,1998
6ayr,8.39,2018
6i12,5.57,2019
5w2s,7.33,2018
3p2e,6.22,2010
1ugx,5.91,2003
3cs7,10.68,2008
6ma5,8.1,2018
5mrp,5.52,2017
4kax,4.77,2013
5nk2,6.74,2017
1oar,7.4,2004
2z94,5.85,2007
4cpt,7.7,2014
1d4p,6.3,1999
6ets,5.64,2019
5mn1,2.48,2017
5ix0,6.28,2016
3ml2,8.05,2011
4dzy,5.62,2013
5f74,5.12,2016
5czm,8.32,2016
2hnc,7.22,2006
6hgr,3.46,2019
5fsy,5.89,2016
5nk4,8.7,2017
1v2l,4.29,2004
5f9b,4.26,2016
1bn3,9.89,1999
1adl,5.36,1994
2x0y,4.6,2010
5mxf,3.59,2017
1o35,5.0,2003
4bco,6.88,2013
5hcy,8.92,2016
1g4o,8.25,2000
1amw,4.54,1998
6quv,3.0,2019
5lle,10.22,2017
1d4j,8.36,2002
5b2d,4.25,2016
6oe1,8.51,2019
2gv6,7.34,2006
5i8g,7.52,2016
3ccw,7.87,2008
5o1d,4.66,2018
6h2z,9.3,2018
5cc2,4.1,2015
3nw3,6.49,2010
2j7e,7.32,2006
2xyt,6.29,2011
2zq0,6.82,2008
4bcs,6.99,2013
6gxe,8.05,2019
4yyt,6.38,2016
6eiq,6.42,2018
4en4,5.52,2012
3f8c,7.68,2008
5ewk,4.85,2016
3u6h,9.0,2012
3kmx,4.82,2010
4zt8,4.39,2015
4dcs,5.1,2012
5ogb,7.47,2018
4w9k,6.54,2014
4llj,3.42,2014
5cs6,3.2,2016
3i3b,2.23,2010
6b7b,2.89,2017
1o5e,5.74,2004
4xu0,9.11,2015
4qem,7.8,2014
5e13,4.24,2015
2bok,6.55,2005
4og4,6.02,2014
4hwo,8.54,2013
5i9z,8.05,2016
4bao,8.37,2013
5k0m,8.82,2017
1lgw,4.0,2002
5acy,8.19,2015
5kby,8.82,2016
3lq2,5.22,2010
1b4z,5.23,1999
6p83,7.1,2019
6hqy,6.44,2018
5wp5,5.34,2017
6oqd,9.85,2019
5lz5,6.35,2016
6t1n,5.46,2019
4fxp,4.09,2012
4bqg,6.22,2013
1yda,6.55,1995
4xoe,5.0,2016
2ihj,4.59,2007
1qji,4.85,2000
1o30,6.77,2003
1j16,3.84,2002
3i51,7.7,2010
5lvq,4.14,2016
6q4e,3.46,2019
4lps,5.74,2013
5gja,5.55,2017
3uug,4.51,2012
5amg,8.22,2015
3el5,7.72,2009
1hfs,8.7,1998
5izj,11.52,2016
4g90,4.51,2012
4m2v,7.44,2013
6el5,6.88,2018
1c5y,4.2,2000
1a4k,8.0,1998
2xib,7.26,2010
2qta,5.76,2007
5jt9,6.63,2016
4ll3,11.57,2014
1z71,9.18,2005
4std,10.33,1999
3tfu,3.28,2011
2i4d,11.68,2007
3t64,6.7,2012
4kao,6.11,2013
2cn0,7.66,2006
4ipi,5.32,2013
4g8v,5.8,2012
6c2r,9.1,2019
3udd,7.1,2012
4jn2,11.68,2013
1b05,7.12,1998
4x6m,8.24,2015
2xm2,4.62,2011
4e6d,8.92,2012
2y80,8.05,2011
6d5g,6.6,2018
3b3x,3.6,2007
2xei,10.62,2010
5h8g,10.32,2016
185l,3.54,1995
6ncn,3.05,2019
3nzk,9.27,2011
1gjc,6.35,2002
1nf8,7.82,2003
4oc0,6.5,2014
4i7m,4.14,2013
5zag,6.97,2018
3s0d,7.05,2011
3fl5,7.28,2009
4na9,7.39,2014
4j93,4.7,2013
5zc5,7.06,2018
6jay,5.7,2019
5d3n,5.04,2016
1dgm,5.05,2000
1k22,8.4,2002
2xxr,6.55,2011
5am6,6.73,2015
1c1v,7.64,2000
4keq,3.82,2014
1m0q,3.89,2002
5l8y,6.4,2018
3s9e,5.13,2011
6cfc,3.68,2018
3gs6,6.59,2009
3o5x,5.28,2010
2vyt,2.74,2008
3dln,6.6,2008
6g7a,6.78,2019
3iph,7.6,2009
5iyy,4.77,2017
3rz8,8.17,2011
1zpa,8.4,2005
5er1,6.02,1991
5ljt,8.92,2017
1n0s,7.45,2003
4q7s,4.42,2015
5sym,6.55,2016
2vwn,8.0,2009
3mam,4.12,2011
4mjp,3.88,2013
2xjx,9.15,2010
6qr1,5.07,2019
4c9x,7.32,2014
5d25,6.3,2016
6hke,7.68,2018
2gl0,4.82,2006
2rk8,3.64,2008
6ggf,5.39,2019
4xtv,9.27,2015
6gf9,6.39,2018
6hzb,8.98,2019
3k00,5.77,2010
5tef,5.4,2016
2reg,5.64,2008
3v2n,6.1,2013
6jdl,4.89,2019
4k6i,6.2,2013
6rfw,6.5,2019
4uma,5.41,2014
1t5f,4.22,2005
4k5p,3.46,2013
1ocq,5.19,2003
4wko,9.47,2015
2r1y,4.51,2008
6d55,7.36,2018
2jdm,5.4,2007
2csn,4.41,1996
4bf1,8.62,2014
3czv,7.8,2008
1uvt,7.64,1997
4p6w,9.15,2014
5jsj,5.4,2017
2pym,6.82,2008
6d19,6.61,2019
5j1x,5.52,2017
5hz8,6.4,2016
1jn4,4.95,2003
966c,7.64,1999
4ibe,4.15,2014
6exi,5.05,2018
6stl,8.8,2019
4omj,5.26,2015
3tb6,5.08,2012
4s1g,9.22,2015
6pvz,3.47,2019
4ipj,4.87,2013
3s8l,5.64,2011
3gi4,10.8,2010
1ghz,4.8,2002
2uyq,5.68,2007
5kr1,9.49,2016
2xp7,5.77,2011
3zyu,7.0,2011
5hwv,5.07,2016
4zv1,5.24,2016
1qbq,8.3,1999
6udu,9.3,2019
3alt,2.92,2011
3oyw,4.11,2010
5yh8,6.78,2018
5u12,5.07,2017
4fz3,3.73,2013
2rd6,8.3,2008
3tfp,6.47,2012
5vkc,8.74,2017
6qi4,4.37,2019
1srg,5.3,1994
5nya,6.38,2018
1o0n,4.09,2003
1m0n,2.22,2002
5x54,5.0,2017
1qaw,5.12,1999
1hwr,8.33,1999
4cg8,6.96,2014
4ngn,7.55,2014
1njd,5.57,1996
1o2n,6.09,2003
1qka,5.92,1999
4x8u,2.46,2015
6jbe,4.7,2019
5m28,4.32,2017
4rj8,7.77,2014
4eb8,9.82,2013
3k5x,6.41,2010
2h4k,5.49,2006
5tpx,6.55,2017
5wlo,10.82,2017
5vm0,8.8,2018
4a6b,8.38,2012
6ekq,5.46,2018
5org,8.4,2017
1y20,5.32,2005
3zlr,9.26,2013
6jan,5.79,2019
3sw8,4.5,2011
4loo,8.15,2013
1hps,9.22,1994
6r1b,5.44,2019
4dq2,7.52,2012
2gst,6.07,1993
4d3h,6.43,2014
5cau,8.8,2015
4cu8,4.47,2014
3uil,6.0,2012
2rkd,2.72,2008
4lm2,3.03,2014
2pu1,5.85,2007
1vyg,8.0,2004
4o3f,5.56,2014
4ibf,4.43,2014
4zo5,9.82,2015
2hmu,7.7,2006
4g8n,7.2,2012
3uxk,4.93,2012
5ahw,5.17,2015
3tu7,8.09,2011
3kr4,7.6,2010
3huc,5.99,2010
2oi0,7.55,2007
1drk,6.82,1995
6cjr,9.52,2019
4kz7,2.49,2014
1ndy,6.17,2003
5qa8,3.77,2018
1o7o,4.49,2003
1h6h,5.3,2001
6ckw,9.08,2018
4ury,2.22,2015
4rd0,6.62,2015
4c52,5.68,2014
3p4v,5.1,2011
4pox,5.43,2014
6j9y,5.07,2019
3p3t,7.24,2011
3sm2,9.7,2011
5u8c,7.53,2017
3dp4,7.37,2008
5yfs,4.86,2018
6mji,7.29,2019
2ya8,5.75,2011
2ez7,4.36,2006
6dj7,8.72,2018
6fa4,7.29,2018
1hbv,6.37,1995
4nra,4.19,2013
2vwc,6.62,2008
4ayu,4.73,2013
1lke,7.52,2003
1ctu,11.92,1995
4app,7.19,2012
4qb3,5.47,2015
1b57,8.0,2000
4n07,6.46,2013
3pfp,6.44,2011
4rqk,5.82,2014
5efc,4.85,2015
1xh4,7.47,2005
1m2q,6.1,2003
4q4r,6.43,2014
2fqt,6.14,2006
2zxd,5.22,2009
3lpk,9.1,2010
6jfk,4.84,2019
4nl1,3.89,2014
6hoq,6.39,2019
1iih,2.89,2001
5u0e,5.11,2017
3s75,6.82,2011
5kr0,9.15,2016
3o84,7.24,2010
4ew2,6.68,2013
5fck,8.22,2016
3ibi,8.59,2009
6fui,4.46,2018
6mg5,4.69,2019
2r5p,8.48,2007
2vuk,3.9,2008
4gii,8.74,2013
1o86,9.57,2003
1g98,5.7,2001
1x8r,6.12,2005
2g5u,8.49,2006
5d0r,6.37,2016
2c92,5.68,2006
2xdk,3.6,2010
4x5r,7.85,2015
3lzs,10.96,2010
4und,8.96,2015
1hn4,3.82,2001
5duw,3.29,2016
3f80,4.22,2008
1w3l,6.28,2004
5sz6,7.0,2016
4aq4,6.17,2012
1l83,3.4,1993
3v4t,4.11,2012
4y2q,2.92,2015
1bjv,5.54,1998
5ka7,4.35,2017
3sjf,7.64,2011
4epy,3.47,2012
5zhl,6.72,2019
3i4y,7.05,2010
5twj,5.25,2017
6fba,4.7,2018
6mla,4.38,2019
1w9u,6.09,2004
5u0g,4.58,2017
1nny,7.66,2003
5ose,3.17,2017
5fh8,6.77,2016
3d8w,8.15,2009
4lxz,6.74,2013
2wor,3.9,2009
4pow,6.3,2014
4np9,5.03,2013
4k55,5.51,2013
4xtz,9.82,2015
5dus,5.53,2016
2x91,6.74,2010
1azm,6.1,1994
4n7m,5.47,2013
4bny,7.1,2013
3n1c,5.22,2010
4abe,3.4,2012
6qqv,4.92,2019
4b3c,2.68,2013
5f1x,6.11,2016
4j44,5.73,2013
4i9u,3.86,2013
6qqz,6.74,2019
4km2,5.84,2013
2j7d,7.13,2006
2bes,4.24,2004
1szd,4.54,2004
4mr6,6.6,2013
5nxg,8.55,2018
3n2p,7.82,2011
4w97,7.1,2014
2evl,6.7,2006
6ppy,4.44,2019
2xd9,6.46,2010
4n7u,6.29,2014
1x8j,6.96,2005
1lee,7.74,2002
6std,8.64,1999
6b4u,7.68,2017
3gi5,11.22,2010
5u28,7.17,2017
6ma2,5.39,2018
4oks,4.48,2014
3m67,6.74,2010
4zae,8.44,2015
6i0z,4.04,2019
1a9m,6.92,1998
4crb,7.57,2015
2pwr,6.59,2008
1ppi,5.01,1995
5d3l,6.06,2016
1lrh,6.82,2002
5nwi,6.16,2017
5htz,8.62,2016
5j8m,6.8,2017
1yq7,7.09,2005
4m13,6.7,2014
6gzd,8.01,2018
5g4m,3.86,2016
4iuo,3.64,2013
5o1h,4.85,2018
3ove,6.57,2011
1d7i,3.6,1999
1p1o,5.76,2003
6fhq,2.47,2018
4loy,8.09,2014
6nv7,7.92,2019
5ot8,4.2,2017
4io2,6.7,2013
6ayi,6.68,2017
1ppm,5.8,1993
5x74,8.64,2017
3sr4,6.54,2011
5yft,5.0,2018
1oxr,5.19,2004
1zea,5.22,2006
5dq8,4.14,2015
3ppp,5.22,2011
1elb,7.15,1994
2qwc,3.55,1998
5wa9,6.76,2017
2ccb,7.45,2006
4elh,8.09,2013
4fm7,7.24,2012
1qyg,6.85,2003
6dyw,10.44,2019
6dys,4.25,2019
2qrl,4.0,2007
3ozp,6.62,2011
2bak,7.43,2005
2weo,6.93,2009
5dh5,9.64,2016
3p5l,7.39,2011
1v2w,4.01,2004
6ced,5.82,2018
1bdq,6.34,1998
3q7q,5.65,2011
6aro,5.15,2018
3m37,9.04,2010
5ehv,3.08,2016
4j47,4.92,2013
4kn1,6.84,2013
5ka9,4.41,2017
5z66,6.69,2019
4jym,5.04,2013
2p4j,8.96,2007
1tng,2.93,1994
1mfd,5.31,1994
5owl,5.92,2018
5g4o,4.43,2016
2pvh,6.59,2008
1dl7,6.49,2000
5nk9,6.14,2017
2zfs,6.54,2009
3c79,7.2,2008
1w5v,8.15,2004
5flo,3.15,2016
5e2s,9.01,2016
5fnf,3.15,2016
5edb,7.0,2016
6o95,8.29,2019
6f9u,5.13,2018
1uz8,4.96,2004
6aqs,7.55,2018
6dil,8.12,2018
3pcg,2.3,1998
1f5l,5.28,2001
1mmr,5.4,1996
5zyg,5.21,2019
6ior,4.31,2019
2oax,8.65,2007
2dri,6.89,1995
